date,XOM,CVX,MA,V,JPM,BAC,KO,PEP
2018-11-26,55.60048294067383,84.54724884033203,184.4673614501953,129.46612548828125,89.79399871826172,23.24853515625,39.37083435058594,93.88166809082031
2018-11-27,55.65104675292969,84.71637725830078,185.5538787841797,129.43751525878906,90.17203521728516,23.400371551513672,39.773651123046875,94.3516616821289
2018-11-28,56.66221618652344,86.87088775634766,194.49598693847656,134.64707946777344,91.1746826171875,23.982431411743164,40.04755783081055,96.02086639404297
2018-11-29,57.10279846191406,87.3929672241211,189.09230041503906,132.4756622314453,90.4514389038086,23.6534423828125,39.77147674560547,95.83450317382812
2018-11-30,57.42060089111328,87.45914459228516,193.3325653076172,134.96131896972656,91.38014221191406,23.957128524780273,40.92451095581055,98.80830383300781
2018-12-03,58.66292190551758,88.73124694824219,201.78436279296875,138.09466552734375,92.2430648803711,24.075223922729492,40.34800338745117,96.40979766845703
2018-12-04,57.37004470825195,86.20909118652344,192.77488708496094,132.03753662109375,88.12567138671875,22.76770782470703,40.25867462158203,95.45365142822266
2018-12-06,56.61888885498047,85.23112487792969,195.1786651611328,134.33277893066406,86.44913482666016,22.29267120361328,40.09627914428711,95.4275131225586
2018-12-07,56.07718276977539,84.92230224609375,188.93844604492188,130.58041381835938,84.88761138916016,21.571638107299805,39.86079788208008,94.59444427490234
2018-12-10,55.282684326171875,84.51785278320312,190.43841552734375,131.31378173828125,83.30146026611328,21.003297805786133,39.982601165771484,94.89663696289062
2018-12-11,55.38379669189453,84.9075927734375,190.13072204589844,130.29470825195312,82.48786926269531,20.850603103637695,40.2261962890625,95.79505157470703
2018-12-12,54.907100677490234,85.01788330078125,192.5825653076172,131.23751831054688,83.02204132080078,20.799711227416992,39.96636962890625,95.55819702148438
2018-12-13,55.60048294067383,85.253173828125,191.30381774902344,130.98995971679688,83.10423278808594,20.697914123535156,40.16937255859375,96.6607894897461
2018-12-14,54.58930206298828,83.70162963867188,187.81344604492188,128.65660095214844,82.422119140625,20.765775680541992,40.063804626464844,93.06714630126953
2018-12-17,53.476993560791016,82.68692016601562,183.12123107910156,125.142333984375,81.37014770507812,20.757295608520508,39.243682861328125,92.18505859375
2018-12-18,52.00358200073242,80.6941909790039,184.23663330078125,126.34236907958984,80.98389434814453,20.757295608520508,39.23556137084961,91.34382629394531
2018-12-19,51.122398376464844,79.28972625732422,179.91943359375,125.00898742675781,79.95660400390625,20.511295318603516,38.894527435302734,89.87370300292969
2018-12-20,49.569515228271484,77.19406127929688,175.6790771484375,122.6280517578125,79.2662582397461,20.451913833618164,38.60220718383789,90.01252746582031
2018-12-21,49.2011604309082,76.62786865234375,168.4484405517578,118.34235382080078,77.3924560546875,19.824195861816406,38.6265754699707,89.36731719970703
2018-12-24,47.31602096557617,74.2601318359375,167.92922973632812,115.93285369873047,75.72411346435547,19.281295776367188,37.31925964355469,86.59858703613281
2018-12-26,49.57673645019531,78.96619415283203,179.25592041015625,124.02803802490234,78.86355590820312,20.451913833618164,38.115013122558594,88.47708129882812
2018-12-27,49.79341125488281,80.38536071777344,181.42898559570312,125.72330474853516,79.75113677978516,20.672466278076172,38.594085693359375,89.36731719970703
2018-12-28,49.237266540527344,79.89270782470703,178.99632263183594,124.70425415039062,79.57855987548828,20.68943214416504,38.326133728027344,90.13506317138672
2018-12-31,49.251708984375,79.9956283569336,181.3905487060547,125.65664672851562,80.22779846191406,20.901500701904297,38.44792938232422,90.23308563232422
2019-01-02,50.33512496948242,81.39275360107422,182.4385986328125,126.58995819091797,81.61671447753906,21.172948837280273,38.10689926147461,89.25299072265625
2019-01-03,49.562294006347656,79.8338623046875,174.20799255371094,122.028076171875,80.45679473876953,20.833637237548828,37.87141799926758,88.419921875
2019-01-04,51.3896369934082,81.48834228515625,182.4578399658203,127.28518676757812,83.42285919189453,21.698877334594727,38.6265754699707,90.23308563232422
2019-01-07,51.65687561035156,82.54721069335938,183.8616180419922,129.58042907714844,83.48085021972656,21.681915283203125,38.123130798339844,89.45719146728516
2019-01-08,52.03245544433594,82.18687438964844,185.20040893554688,130.28517150878906,83.32342529296875,21.639501571655273,38.55349349975586,90.31475067138672
2019-01-09,52.30693435668945,83.28986358642578,188.56198120117188,131.81846618652344,83.18260955810547,21.851572036743164,37.8145751953125,87.79102325439453
2019-01-10,52.0396842956543,83.4222183227539,189.6984405517578,132.06613159179688,83.17430114746094,21.826120376586914,38.220584869384766,88.33008575439453
2019-01-11,51.80133056640625,82.75310516357422,188.6871795654297,131.48513793945312,82.77662658691406,22.080598831176758,38.4398078918457,88.3382339477539
2019-01-14,51.736324310302734,82.15013122558594,188.2344512939453,130.57089233398438,83.6300048828125,22.369020462036133,38.28553771972656,87.6521987915039
2019-01-15,51.76521682739258,82.44425201416016,189.28436279296875,130.79946899414062,84.24308013916016,22.52170753479004,38.6265754699707,89.01612091064453
2019-01-16,51.7435417175293,81.9148178100586,190.48828125,130.79946899414062,84.92247772216797,24.133434295654297,38.098777770996094,88.48527526855469
2019-01-17,52.09746170043945,82.32659912109375,191.9716033935547,130.74224853515625,85.27043914794922,24.591489791870117,38.21245574951172,89.2039794921875
2019-01-18,52.71862030029297,84.0987319946289,194.56253051757812,131.90415954589844,86.65406036376953,24.854459762573242,38.6590576171875,89.89822387695312
2019-01-22,51.92412185668945,82.60603332519531,192.11610412597656,131.47569274902344,85.28699493408203,24.676326751708984,38.74837112426758,89.76751708984375
2019-01-23,51.49797821044922,81.90748596191406,191.0469512939453,130.4851837158203,85.07159423828125,24.532119750976562,39.194969177246094,90.43727111816406
2019-01-24,51.57020950317383,83.46635437011719,192.4339599609375,131.14234924316406,85.12132263183594,24.667842864990234,38.72401428222656,89.43267822265625
2019-01-25,51.80133056640625,83.25310516357422,195.4679412841797,132.06613159179688,85.65983581542969,25.091983795166016,38.46417236328125,89.31015014648438
2019-01-28,51.45464324951172,82.48102569580078,192.790283203125,129.5137939453125,86.06580352783203,25.134395599365234,38.30176544189453,88.8772964477539
2019-01-29,51.649662017822266,82.23102569580078,191.90419006347656,128.57090759277344,86.30606842041016,24.93081283569336,38.4885368347168,89.02430725097656
2019-01-30,52.21303939819336,83.09872436523438,196.50820922851562,131.04710388183594,86.50492858886719,24.659358978271484,38.862056732177734,90.5107650756836
2019-01-31,52.92808151245117,84.30462646484375,203.35641479492188,128.58045959472656,85.75098419189453,24.1503963470459,39.08127975463867,92.021728515625
2019-02-01,54.83487319946289,87.04002380371094,205.89923095703125,133.47564697265625,86.06580352783203,24.074050903320312,39.544124603271484,91.62966918945312
2019-02-04,54.04038619995117,88.04741668701172,206.99722290039062,134.7613525390625,86.37236022949219,24.49818992614746,39.990718841552734,92.36475372314453
2019-02-05,54.59652328491211,87.8562240600586,207.9122314453125,135.7422637939453,85.99125671386719,24.41336441040039,39.998844146728516,92.20957946777344
2019-02-06,54.35817337036133,87.41503143310547,207.37290954589844,134.75184631347656,85.94982147216797,24.370946884155273,39.998844146728516,92.33209228515625
2019-02-07,53.93926239013672,86.93706512451172,206.09182739257812,133.49468994140625,84.82306671142578,23.955291748046875,40.12874221801758,92.36475372314453
2019-02-08,54.02690124511719,86.4591293334961,208.6057586669922,133.69464111328125,83.97797393798828,23.997703552246094,40.193721771240234,92.30757904052734
2019-02-11,54.114532470703125,85.9958724975586,209.1066131591797,134.09463500976562,83.58028411865234,24.09950065612793,40.28304672241211,92.26673126220703
2019-02-12,55.06391525268555,87.29737854003906,210.84996032714844,135.22801208496094,85.00532531738281,24.337017059326172,40.32363510131836,92.93647003173828
2019-02-13,55.684661865234375,87.92239379882812,212.419921875,136.6565704345703,85.41128540039062,24.345500946044922,40.42919158935547,93.20597839355469
2019-02-14,55.699249267578125,87.7590103149414,211.716796875,136.5802764892578,84.85618591308594,24.082534790039062,37.01882553100586,91.95638275146484
2019-02-15,56.75087356567383,88.64282989501953,213.93212890625,138.2498321533203,87.4494400024414,24.693288803100586,36.7346305847168,94.66795349121094
2019-02-19,57.13063430786133,88.61312866210938,212.46807861328125,137.80145263671875,87.14287567138672,24.710254669189453,36.40169906616211,94.68428039550781
2019-02-20,57.34971237182617,89.33354949951172,212.96896362304688,138.0780792236328,87.5654296875,24.94777488708496,36.620941162109375,94.60260009765625
2019-02-21,56.831207275390625,88.48686981201172,211.23519897460938,137.3816680908203,87.3831558227539,24.845979690551758,37.238067626953125,94.8231430053711
2019-02-22,57.269371032714844,88.67253112792969,215.09759521484375,139.1656951904297,86.99374389648438,24.667842864990234,36.76710891723633,95.36216735839844
2019-02-25,57.32780838012695,88.8433609008789,215.09759521484375,139.34695434570312,87.90509796142578,24.829011917114258,36.491031646728516,94.79045867919922
2019-02-26,57.44464874267578,89.08103942871094,215.75253295898438,140.28192138671875,87.2340087890625,24.845979690551758,36.28803253173828,94.71694946289062
2019-02-27,58.036190032958984,89.1850357055664,216.30157470703125,140.45362854003906,87.12630462646484,25.049560546875,36.491031646728516,94.2269058227539
2019-02-28,57.71487045288086,88.81365203857422,216.4942169189453,141.3123321533203,86.4635238647461,24.793785095214844,36.81582260131836,95.21331787109375
2019-03-01,58.42324447631836,90.63329315185547,218.88290405273438,142.6002655029297,86.5215072631836,24.98988151550293,36.848304748535156,95.65792083740234
2019-03-04,58.649627685546875,90.70014953613281,217.958251953125,141.1596221923828,86.3226547241211,24.75115394592285,37.067543029785156,95.64968872070312
2019-03-05,58.5620002746582,91.56912231445312,217.8908233642578,141.15008544921875,86.2563705444336,24.793785095214844,37.02693557739258,95.53440856933594
2019-03-06,57.89743423461914,91.74737548828125,216.20523071289062,141.0165557861328,85.9332504272461,24.58915901184082,36.905147552490234,96.05311584472656
2019-03-07,58.54008483886719,90.56645202636719,214.22108459472656,140.08155822753906,85.31188201904297,24.34190559387207,36.76710891723633,95.59203338623047
2019-03-08,57.70024871826172,90.32878875732422,213.7009735107422,140.57763671875,85.34502410888672,24.427162170410156,36.40983200073242,94.87571716308594
2019-03-11,58.26258850097656,91.814208984375,217.3321533203125,143.74508666992188,86.45523071289062,24.674419403076172,37.497901916503906,95.99549102783203
2019-03-12,58.42324447631836,92.0221939086914,218.58428955078125,144.75633239746094,86.19837951660156,24.674419403076172,37.392337799072266,95.97901153564453
2019-03-13,58.94176483154297,92.59406280517578,220.0867919921875,145.46237182617188,86.48835754394531,24.97283172607422,37.53036880493164,95.98722839355469
2019-03-14,58.74457550048828,92.54207611083984,221.0596923828125,147.1128387451172,87.27546691894531,25.117773056030273,37.43208694458008,95.09803009033203
2019-03-15,58.53277587890625,93.06940460205078,222.6585235595703,148.31495666503906,88.2779541015625,24.981351852416992,37.10444641113281,95.2297592163086
2019-03-18,59.21194839477539,93.49273681640625,221.90724182128906,147.8379669189453,88.80819702148438,25.424715042114258,37.19455337524414,96.55537414550781
2019-03-19,59.058589935302734,93.04710388183594,222.50445556640625,147.48492431640625,88.48506927490234,25.279769897460938,37.317413330078125,97.23052978515625
2019-03-20,59.3872184753418,92.6089096069336,221.42568969726562,146.6835174560547,86.59605407714844,24.418638229370117,37.29283905029297,97.41988372802734
2019-03-21,59.73046112060547,93.47789764404297,227.18551635742188,148.6393280029297,85.22903442382812,24.026447296142578,37.276466369628906,98.3420639038086
2019-03-22,58.773780822753906,91.42058563232422,222.263671875,146.03480529785156,82.65235900878906,23.028888702392578,37.6204719543457,99.39595794677734
2019-03-25,58.36481475830078,91.27202606201172,221.9362030029297,145.99658203125,81.9646987915039,22.883949279785156,37.7023811340332,99.50299835205078
2019-03-26,59.12429428100586,92.19300842285156,224.70053100585938,148.1622772216797,82.784912109375,23.199411392211914,38.202022552490234,100.46633911132812
2019-03-27,58.67153549194336,91.1977767944336,223.95883178710938,147.1319122314453,82.50320434570312,23.045944213867188,38.177452087402344,100.35929870605469
2019-03-28,58.963653564453125,91.36859130859375,226.21270751953125,147.56124877929688,83.43942260742188,23.301721572875977,38.15288543701172,100.31812286376953
2019-03-29,59.00747299194336,91.48741149902344,226.7809600830078,149.01145935058594,83.87026977539062,23.523401260375977,38.38221740722656,100.90272521972656
2019-04-01,59.6866455078125,92.79460144042969,230.2484130859375,150.03219604492188,86.69549560546875,24.333375930786133,38.267555236816406,100.44987487792969
2019-04-02,59.43104934692383,92.78717803955078,230.45069885253906,150.52830505371094,87.10974884033203,24.6147403717041,38.144683837890625,100.18636322021484
2019-04-03,59.08051300048828,92.0147705078125,230.1328125,151.17706298828125,87.28372192382812,24.58915901184082,37.82524871826172,100.08757781982422
2019-04-04,59.92034149169922,92.69062805175781,227.3684844970703,150.394775390625,88.12692260742188,24.853464126586914,38.07096481323242,100.01348114013672
2019-04-05,60.241661071777344,93.89381408691406,227.9175262451172,150.40426635742188,87.91822814941406,24.793785095214844,38.06278610229492,100.13699340820312
2019-04-08,60.61412048339844,94.08692932128906,227.88856506347656,150.4997100830078,88.20206451416016,24.87051773071289,38.1282958984375,100.44987487792969
2019-04-09,59.83271026611328,93.2402114868164,227.54135131835938,150.25164794921875,87.55087280273438,24.631790161132812,38.226600646972656,100.5898208618164
2019-04-10,59.5625,93.2031021118164,228.65052795410156,151.2724609375,87.94325256347656,24.785255432128906,38.202022552490234,100.48279571533203
2019-04-11,59.84730911254883,93.5744400024414,227.666748046875,150.60464477539062,88.68628692626953,24.785255432128906,38.25935363769531,100.17816162109375
2019-04-12,59.09511947631836,88.94734954833984,230.3577423095703,152.30279541015625,92.8438720703125,25.72312355041504,38.283935546875,100.6392593383789
2019-04-15,58.897926330566406,89.22956848144531,230.6664581298828,153.06607055664062,91.78358459472656,25.441761016845703,38.49689865112305,101.81664276123047
2019-04-16,59.29958724975586,89.99458312988281,231.57305908203125,152.86569213867188,92.75199890136719,25.47587013244629,38.45594024658203,100.78742980957031
2019-04-17,59.46757507324219,89.32612609863281,232.4507598876953,153.06607055664062,95.42353057861328,25.603755950927734,38.72623825073242,104.57490539550781
2019-04-18,59.248477935791016,89.0216293334961,232.3447265625,152.79891967773438,94.72225189208984,25.603755950927734,38.89005661010742,104.64073944091797
2019-04-22,60.54108428955078,90.53675842285156,234.4280548095703,153.02789306640625,94.83914184570312,25.620813369750977,38.824520111083984,104.1055908203125
2019-04-23,60.891624450683594,90.62586975097656,234.8524627685547,154.23001098632812,94.95600891113281,25.637866973876953,39.487979888916016,104.64073944091797
2019-04-24,59.70854568481445,87.8481216430664,236.58859252929688,154.06781005859375,94.79740905761719,25.595233917236328,39.29959487915039,104.50080871582031
2019-04-25,60.04448699951172,87.56590270996094,236.8972625732422,153.61940002441406,94.84748077392578,25.646390914916992,39.18492126464844,103.850341796875
2019-04-26,58.78107452392578,86.97171783447266,237.92930603027344,155.44161987304688,95.56544494628906,25.876590728759766,39.528934478759766,104.07266998291016
2019-04-29,58.40133285522461,87.43220520019531,238.36334228515625,156.6055145263672,96.94296264648438,26.23468780517578,39.660003662109375,104.3114242553711
2019-04-30,58.62770462036133,89.17015838623047,245.22113037109375,156.87266540527344,96.88452911376953,26.072694778442383,40.1842041015625,105.43119812011719
2019-05-01,57.451961517333984,87.49906158447266,239.9258575439453,155.30807495117188,96.1415023803711,25.79986000061035,39.79924011230469,104.76427459716797
2019-05-02,56.444156646728516,86.43697357177734,238.4212188720703,153.71473693847656,96.35022735595703,26.00448226928711,39.63541030883789,104.42670440673828
2019-05-03,56.575618743896484,87.09800720214844,239.1542510986328,154.59249877929688,96.94296264648438,26.18353271484375,39.905731201171875,105.11831665039062
2019-05-06,56.327308654785156,87.93726348876953,239.8197784423828,154.82151794433594,96.08306121826172,25.978906631469727,39.70095443725586,104.78898620605469
2019-05-07,56.027889251708984,87.84068298339844,236.36676025390625,152.84661865234375,94.51354217529297,25.509971618652344,39.315982818603516,103.72684478759766
2019-05-08,56.11552429199219,87.26882934570312,236.62716674804688,153.37132263183594,94.01264190673828,25.407657623291016,39.193111419677734,103.75975799560547
2019-05-09,56.06439971923828,90.00942993164062,236.60789489746094,152.4649658203125,93.9374771118164,25.330921173095703,38.824520111083984,103.78447723388672
2019-05-10,56.551910400390625,90.60359954833984,238.6527099609375,153.3236541748047,93.92913818359375,25.2200927734375,39.47160339355469,105.39824676513672
2019-05-13,55.924049377441406,89.452392578125,232.8173065185547,150.09901428222656,91.3744888305664,24.086124420166016,39.356929779052734,104.69840240478516
2019-05-14,55.997920989990234,90.34364318847656,237.21556091308594,152.84661865234375,92.10082244873047,24.401588439941406,39.88114929199219,104.90422821044922
2019-05-15,56.411582946777344,90.71501159667969,240.31167602539062,155.30807495117188,91.75019836425781,24.120223999023438,40.28249740600586,106.5015640258789
2019-05-16,56.40419387817383,90.60249328613281,244.43020629882812,157.53439331054688,92.92733001708984,24.376008987426758,40.61012649536133,107.25904083251953
2019-05-17,56.0717887878418,90.3924789428711,243.59103393554688,156.78907775878906,92.47651672363281,24.21401023864746,40.29887771606445,107.45665740966797
2019-05-20,56.06439971923828,90.63250732421875,244.49774169921875,156.1966552734375,92.96070861816406,24.21401023864746,40.01219177246094,107.02851104736328
2019-05-21,56.32295227050781,91.00751495361328,246.30136108398438,156.56932067871094,93.2779541015625,24.461267471313477,39.80742645263672,106.25455474853516
2019-05-22,55.81326675415039,90.43000793457031,247.78675842285156,156.9324188232422,92.51823425292969,24.29074478149414,40.66747283935547,107.0943832397461
2019-05-23,54.505836486816406,88.40492248535156,240.87110900878906,154.3238525390625,90.69828033447266,23.668344497680664,40.831275939941406,107.01203918457031
2019-05-24,54.73482131958008,89.03495788574219,242.5590362548828,155.40359497070312,91.5915756225586,24.026447296142578,40.63470458984375,106.62506103515625
2019-05-28,53.63420104980469,88.73493194580078,244.43984985351562,156.4259796142578,90.59807586669922,23.787704467773438,40.21697235107422,105.08537292480469
2019-05-29,53.301815032958984,87.57991027832031,244.5652313232422,155.48960876464844,90.3476333618164,23.659818649291992,39.81562042236328,105.52999114990234
2019-05-30,53.16146469116211,86.53738403320312,245.1728973388672,155.5182647705078,89.37920379638672,23.156780242919922,40.33982849121094,105.89228057861328
2019-05-31,52.27507400512695,85.3898696899414,242.56866455078125,154.1519012451172,88.46085357666016,22.679323196411133,40.241539001464844,105.39002990722656
2019-06-03,53.094993591308594,86.9948959350586,233.66610717773438,151.54335021972656,88.87830352783203,22.74752426147461,40.93777084350586,106.1969223022461
2019-06-04,54.35810089111328,87.97742462158203,240.34059143066406,155.10740661621094,91.61660766601562,23.804758071899414,40.95414352416992,106.27102661132812
2019-06-05,53.90751266479492,88.23994445800781,247.16946411132812,158.03123474121094,91.94218444824219,23.796232223510742,41.593021392822266,108.18122100830078
2019-06-06,54.88993453979492,90.51246643066406,248.68373107910156,159.49317932128906,92.14257049560547,23.89910125732422,42.10085678100586,109.46259307861328
2019-06-07,55.0893669128418,91.11251831054688,256.3709411621094,162.48387145996094,91.13240814208984,23.599077224731445,42.1745719909668,110.69839477539062
2019-06-10,55.333133697509766,91.72002410888672,256.6603698730469,163.21963500976562,92.11752319335938,24.061973571777344,42.08448028564453,110.79792785644531
2019-06-11,55.281402587890625,90.8800048828125,254.3069305419922,162.73233032226562,92.40137481689453,24.207700729370117,42.04352569580078,110.47447204589844
2019-06-12,54.683109283447266,90.14495849609375,254.490234375,163.9553680419922,91.22421264648438,23.959110260009766,42.29743957519531,110.4246826171875
2019-06-13,55.16324234008789,90.68501281738281,251.9342803955078,161.8150634765625,91.44965362548828,23.950536727905273,42.20664596557617,110.25881958007812
2019-06-14,54.91946792602539,90.60997009277344,250.87327575683594,162.11126708984375,91.68338775634766,24.0362548828125,42.35521697998047,110.08465576171875
2019-06-17,55.46609878540039,91.04501342773438,250.00523376464844,162.0157012939453,91.1824951171875,23.941965103149414,41.99201202392578,109.91047668457031
2019-06-18,55.946224212646484,92.20004272460938,249.62899780273438,161.74815368652344,92.42642974853516,24.5334415435791,41.80215835571289,109.52894592285156
2019-06-19,55.635986328125,92.1700439453125,250.6513671875,163.0954132080078,91.7585220336914,24.276275634765625,42.19837188720703,110.1842041015625
2019-06-20,56.58885192871094,93.21256256103516,257.32586669921875,166.0097198486328,91.99229431152344,24.233417510986328,42.64413833618164,111.27066040039062
2019-06-21,57.386600494384766,93.70008087158203,255.0883026123047,165.7230682373047,91.36614227294922,24.104833602905273,42.55332946777344,111.10481262207031
2019-06-24,56.83999252319336,93.68508911132812,255.88880920410156,166.11483764648438,90.71495819091797,23.984819412231445,42.8587646484375,111.25407409667969
2019-06-25,56.337703704833984,92.73255920410156,250.5164337158203,163.6591796875,89.96360778808594,23.796236038208008,42.726688385009766,110.98041534423828
2019-06-26,56.58146286010742,92.9500732421875,252.0306854248047,163.448974609375,90.56471252441406,23.924814224243164,42.19837188720703,109.74462127685547
2019-06-27,56.005306243896484,92.33504486083984,251.8378143310547,163.6113739013672,90.86524200439453,24.181982040405273,42.16537094116211,109.22208404541016
2019-06-28,56.6036376953125,93.33258056640625,255.1460723876953,165.82815551757812,93.33639526367188,24.85917854309082,42.03327941894531,108.75764465332031
2019-07-01,56.551910400390625,93.63258361816406,257.30657958984375,166.2008056640625,94.90591430664062,25.219209671020508,42.59461212158203,109.37139129638672
2019-07-02,55.93144607543945,92.20004272460938,260.9718933105469,167.481201171875,95.00609588623047,24.98775863647461,42.90829086303711,109.8358383178711
2019-07-03,56.46328353881836,92.51504516601562,263.39288330078125,169.0004119873047,94.85478210449219,24.902036666870117,43.007354736328125,111.12969207763672
2019-07-05,56.234283447265625,92.65755462646484,262.486083984375,168.79977416992188,95.41807556152344,25.08205795288086,43.01560974121094,110.32518768310547
2019-07-08,56.49282455444336,92.70256042480469,261.9260559082031,168.35067749023438,94.89680480957031,25.030624389648438,42.924800872802734,109.94365692138672
2019-07-09,56.455902099609375,92.51504516601562,263.963623046875,169.8221435546875,95.30036926269531,25.159210205078125,42.58635711669922,109.26355743408203
2019-07-10,57.253662109375,94.08258056640625,265.9336853027344,171.33184814453125,95.02293395996094,24.87632179260254,42.776214599609375,111.47801208496094
2019-07-11,57.29796600341797,94.0750732421875,268.77288818359375,172.6982879638672,95.93094635009766,25.167774200439453,42.957828521728516,111.42826080322266
2019-07-12,57.342288970947266,94.48760223388672,269.9510192871094,172.30648803710938,96.93986511230469,25.244924545288086,43.02386474609375,110.5407943725586
2019-07-15,56.93602752685547,94.2925796508789,269.78680419921875,172.53585815429688,95.7627944946289,25.04776382446289,43.03212356567383,111.26238250732422
