date,MA,V,zscore,signal,pos_y,pos_x,equity,ret
2019-03-05,217.8908233642578,141.15008544921875,1.353067293874986,-1,-237.23298286706708,409.4737261512607,100829.23845625661,0.0001199323710554534
2019-03-06,216.20523071289065,141.0165557861328,1.078031934029139,-1,-237.23298286706708,409.4737261512607,101174.43974014373,0.003423622841670859
2019-03-07,214.22108459472656,140.08155822753906,0.9991717912121634,-1,-237.23298286706708,409.4737261512607,101262.2877079402,0.000868282226440753
2019-03-08,213.7009735107422,140.57763671875,0.7481180873127784,-1,-237.23298286706708,409.4737261512607,101588.80632007567,0.003224483857971139
2019-03-11,217.3321533203125,143.74508666992188,0.420739102700366,0,0.0,0.0,102002.27459817666,0.004070018076580917
2019-03-12,218.58428955078125,144.75633239746094,0.32545768258033053,0,0.0,0.0,102002.27459817666,0.0
2019-03-13,220.0867919921875,145.46237182617188,0.3631968323167427,0,0.0,0.0,102002.27459817666,0.0
2019-03-14,221.0596923828125,147.1128387451172,0.03143382364525761,0,0.0,0.0,102002.27459817666,0.0
2019-03-15,222.6585235595703,148.31495666503906,-0.06274929060812502,0,0.0,0.0,102002.27459817666,0.0
2019-03-18,221.90724182128903,147.8379669189453,-0.06221044572988415,0,0.0,0.0,102002.27459817666,0.0
2019-03-19,222.50445556640625,147.48492431640625,0.13750483115843423,0,0.0,0.0,102002.27459817666,0.0
2019-03-20,221.4256896972656,146.6835174560547,0.17755107838059192,0,0.0,0.0,102002.27459817666,0.0
2019-03-21,227.18551635742188,148.6393280029297,0.5887321554534246,0,0.0,0.0,102002.27459817666,0.0
2019-03-22,222.263671875,146.03480529785156,0.49855291300975446,0,0.0,0.0,102002.27459817666,0.0
2019-03-25,221.9362030029297,145.99658203125,0.43716374335651137,0,0.0,0.0,102002.27459817666,0.0
2019-03-26,224.70053100585935,148.1622772216797,0.24912302869008135,0,0.0,0.0,102002.27459817666,0.0
2019-03-27,223.95883178710935,147.1319122314453,0.4222702860981462,0,0.0,0.0,102002.27459817666,0.0
2019-03-28,226.21270751953125,147.56124877929688,0.6810832309341308,0,0.0,0.0,102002.27459817666,0.0
2019-03-29,226.7809600830078,149.01145935058594,0.3096730888029627,0,0.0,0.0,102002.27459817666,0.0
2019-04-01,230.2484130859375,150.03219604492188,0.6096635725841505,0,0.0,0.0,102002.27459817666,0.0
2019-04-02,230.45069885253903,150.52830505371094,0.47094878160220216,0,0.0,0.0,102002.27459817666,0.0
2019-04-03,230.1328125,151.17706298828125,0.18323654659387373,0,0.0,0.0,102002.27459817666,0.0
2019-04-04,227.3684844970703,150.394775390625,-0.10651605891533686,0,0.0,0.0,102002.27459817666,0.0
2019-04-05,227.9175262451172,150.40426635742188,-0.027851361212104124,0,0.0,0.0,102002.27459817666,0.0
2019-04-08,227.88856506347656,150.4997100830078,-0.08339110323320081,0,0.0,0.0,102002.27459817666,0.0
2019-04-09,227.54135131835935,150.25164794921875,-0.08141355206299628,0,0.0,0.0,102002.27459817666,0.0
2019-04-10,228.65052795410156,151.2724609375,-0.2293806283178348,0,0.0,0.0,102002.27459817666,0.0
2019-04-11,227.666748046875,150.60464477539062,-0.21472012610750532,0,0.0,0.0,102002.27459817666,0.0
2019-04-12,230.3577423095703,152.30279541015625,-0.28649510008900897,0,0.0,0.0,102002.27459817666,0.0
2019-04-15,230.6664581298828,153.06607055664062,-0.5120023341158111,0,0.0,0.0,102002.27459817666,0.0
2019-04-16,231.57305908203125,152.86569213867188,-0.2509270366271233,0,0.0,0.0,102002.27459817666,0.0
2019-04-17,232.4507598876953,153.06607055664062,-0.14936989797597822,0,0.0,0.0,102002.27459817666,0.0
2019-04-18,232.3447265625,152.79891967773438,-0.08510755655405261,0,0.0,0.0,102002.27459817666,0.0
2019-04-22,234.4280548095703,153.02789306640625,0.2704997288954979,0,0.0,0.0,102002.27459817666,0.0
2019-04-23,234.8524627685547,154.23001098632812,-0.10212043167417519,0,0.0,0.0,102002.27459817666,0.0
2019-04-24,236.58859252929688,154.06781005859375,0.3334654422026639,0,0.0,0.0,102002.27459817666,0.0
2019-04-25,236.8972625732422,153.61940002441406,0.5589175778408235,0,0.0,0.0,102002.27459817666,0.0
2019-04-26,237.92930603027344,155.44161987304688,0.07972076644457166,0,0.0,0.0,102002.27459817666,0.0
2019-04-29,238.36334228515625,156.6055145263672,-0.274208578831861,0,0.0,0.0,102002.27459817666,0.0
2019-04-30,245.22113037109375,156.87266540527344,1.1285105644192681,0,0.0,0.0,102002.27459817666,0.0
2019-05-01,239.9258575439453,155.30807495117188,0.5359304109252274,0,0.0,0.0,102002.27459817666,0.0
2019-05-02,238.4212188720703,153.71473693847656,0.7957962427868985,0,0.0,0.0,102002.27459817666,0.0
2019-05-03,239.1542510986328,154.59249877929688,0.6035064834364366,0,0.0,0.0,102002.27459817666,0.0
2019-05-06,239.8197784423828,154.82151794433594,0.6517013390384576,0,0.0,0.0,102002.27459817666,0.0
2019-05-07,236.36676025390625,152.84661865234375,0.6255536669413421,0,0.0,0.0,102002.27459817666,0.0
2019-05-08,236.62716674804688,153.37132263183594,0.4637965081343765,0,0.0,0.0,102002.27459817666,0.0
2019-05-09,236.60789489746097,152.4649658203125,0.7980401947177306,0,0.0,0.0,102002.27459817666,0.0
2019-05-10,238.6527099609375,153.3236541748047,0.9071811691343282,0,0.0,0.0,102002.27459817666,0.0
2019-05-13,232.8173065185547,150.09901428222656,0.8260602030116063,0,0.0,0.0,102002.27459817666,0.0
2019-05-14,237.2155609130859,152.84661865234375,0.7282034508932118,0,0.0,0.0,102002.27459817666,0.0
2019-05-15,240.31167602539065,155.30807495117188,0.43962065574117765,0,0.0,0.0,102002.27459817666,0.0
2019-05-16,244.43020629882812,157.53439331054688,0.4891322376860877,0,0.0,0.0,102002.27459817666,0.0
2019-05-17,243.59103393554688,156.78907775878906,0.5857349374240882,0,0.0,0.0,102002.27459817666,0.0
2019-05-20,244.49774169921875,156.1966552734375,1.0726575979092081,0,0.0,0.0,102002.27459817666,0.0
2019-05-21,246.3013610839844,156.56932067871094,1.3688014337677379,0,0.0,0.0,102002.27459817666,0.0
2019-05-22,247.78675842285156,156.9324188232422,1.5907832768037555,0,0.0,0.0,102002.27459817666,0.0
2019-05-23,240.87110900878903,154.3238525390625,0.9107533988564961,0,0.0,0.0,102002.27459817666,0.0
2019-05-24,242.5590362548828,155.40359497070312,0.8471615641882893,0,0.0,0.0,102002.27459817666,0.0
2019-05-28,244.4398498535156,156.4259796142578,0.8647692215679682,0,0.0,0.0,102002.27459817666,0.0
2019-05-29,244.5652313232422,155.48960876464844,1.3527267139420656,0,0.0,0.0,102002.27459817666,0.0
2019-05-30,245.1728973388672,155.5182647705078,1.4842768768495618,0,0.0,0.0,102002.27459817666,0.0
2019-05-31,242.56866455078125,154.1519012451172,1.3890819676690656,0,0.0,0.0,102002.27459817666,0.0
2019-06-03,233.6661071777344,151.54335021972656,0.048230038096037285,0,0.0,0.0,102002.27459817666,0.0
2019-06-04,240.3405914306641,155.10740661621094,0.18939386585374185,0,0.0,0.0,102002.27459817666,0.0
2019-06-05,247.16946411132812,158.03123474121094,0.726954945957197,0,0.0,0.0,102002.27459817666,0.0
2019-06-06,248.68373107910156,159.49317932128906,0.3968320520035522,0,0.0,0.0,102002.27459817666,0.0
2019-06-07,256.3709411621094,162.48387145996094,1.1663816174270305,0,0.0,0.0,102002.27459817666,0.0
2019-06-10,256.6603698730469,163.21963500976562,0.8409066141793593,0,0.0,0.0,102002.27459817666,0.0
2019-06-11,254.3069305419922,162.73233032226562,0.41471365205707755,0,0.0,0.0,102002.27459817666,0.0
2019-06-12,254.490234375,163.9553680419922,-0.2053853372051598,0,0.0,0.0,102002.27459817666,0.0
2019-06-13,251.9342803955078,161.8150634765625,0.17815296103709227,0,0.0,0.0,102002.27459817666,0.0
2019-06-14,250.8732757568359,162.11126708984375,-0.3343748756212052,0,0.0,0.0,102002.27459817666,0.0
2019-06-17,250.00523376464844,162.0157012939453,-0.5531175357273036,0,0.0,0.0,102002.27459817666,0.0
2019-06-18,249.6289978027344,161.74815368652344,-0.508827699817973,0,0.0,0.0,102002.27459817666,0.0
2019-06-19,250.6513671875,163.0954132080078,-0.9296933131875886,0,0.0,0.0,102002.27459817666,0.0
2019-06-20,257.32586669921875,166.0097198486328,-0.3499806552923316,0,0.0,0.0,102002.27459817666,0.0
2019-06-21,255.0883026123047,165.7230682373047,-0.9419192399160408,0,0.0,0.0,102002.27459817666,0.0
2019-06-24,255.88880920410156,166.11483764648438,-0.8797910672667756,0,0.0,0.0,102002.27459817666,0.0
2019-06-25,250.5164337158203,163.6591796875,-1.262179354676501,0,0.0,0.0,102002.27459817666,0.0
2019-06-26,252.0306854248047,163.448974609375,-0.5670248312717283,0,0.0,0.0,102002.27459817666,0.0
2019-06-27,251.8378143310547,163.6113739013672,-0.7219127476857677,0,0.0,0.0,102002.27459817666,0.0
2019-06-28,255.1460723876953,165.82815551757812,-0.8915184777176006,0,0.0,0.0,102002.27459817666,0.0
2019-07-01,257.30657958984375,166.2008056640625,-0.32036656066875124,0,0.0,0.0,102002.27459817666,0.0
2019-07-02,260.9718933105469,167.481201171875,0.23212338886768655,0,0.0,0.0,102002.27459817666,0.0
2019-07-03,263.39288330078125,169.0004119873047,0.17044475876338291,0,0.0,0.0,102002.27459817666,0.0
2019-07-05,262.486083984375,168.79977416992188,-0.03028917545966076,0,0.0,0.0,102002.27459817666,0.0
2019-07-08,261.9260559082031,168.35067749023438,0.062049401178580384,0,0.0,0.0,102002.27459817666,0.0
2019-07-09,263.963623046875,169.8221435546875,-0.12183197109014345,0,0.0,0.0,102002.27459817666,0.0
2019-07-10,265.9336853027344,171.33184814453125,-0.3537609402164167,0,0.0,0.0,102002.27459817666,0.0
2019-07-11,268.77288818359375,172.6982879638672,-0.15632072813451262,0,0.0,0.0,102002.27459817666,0.0
2019-07-12,269.9510192871094,172.30648803710938,0.5680989616895874,0,0.0,0.0,102002.27459817666,0.0
2019-07-15,269.78680419921875,172.53585815429688,0.3553933578010541,0,0.0,0.0,102002.27459817666,0.0
2019-07-16,267.1311340332031,171.33184814453125,0.1359973344985321,0,0.0,0.0,102002.27459817666,0.0
2019-07-17,265.83709716796875,171.1790008544922,-0.2612142691056763,0,0.0,0.0,102002.27459817666,0.0
2019-07-18,267.28558349609375,172.4976043701172,-0.5845236347069435,0,0.0,0.0,102002.27459817666,0.0
2019-07-19,266.14605712890625,171.26498413085938,-0.2091726566250946,0,0.0,0.0,102002.27459817666,0.0
2019-07-22,269.0528259277344,172.53585815429688,0.0598054031200893,0,0.0,0.0,102002.27459817666,0.0
2019-07-23,269.40045166015625,172.85113525390625,-0.03474681588052668,0,0.0,0.0,102002.27459817666,0.0
2019-07-24,270.6365966796875,175.17303466796875,-1.155440411120956,0,0.0,0.0,102002.27459817666,0.0
2019-07-25,269.7674255371094,173.5104522705078,-0.37432552180154627,0,0.0,0.0,102002.27459817666,0.0
2019-07-26,272.3941955566406,175.5170440673828,-0.728299404073005,0,0.0,0.0,102002.27459817666,0.0
2019-07-29,271.7857666015625,175.058349609375,-0.6631855429532696,0,0.0,0.0,102002.27459817666,0.0
2019-07-30,268.6183166503906,173.45309448242188,-0.8182088487718426,0,0.0,0.0,102002.27459817666,0.0
2019-07-31,262.9303283691406,170.08013916015625,-0.7573987571881323,0,0.0,0.0,102002.27459817666,0.0
2019-08-01,264.7554626464844,171.19815063476562,-0.7957113447503323,0,0.0,0.0,102002.27459817666,0.0
2019-08-02,260.20709228515625,169.52598571777344,-1.461466286588591,0,0.0,0.0,102002.27459817666,0.0
2019-08-05,248.02963256835935,161.34686279296875,-0.6673180764455735,0,0.0,0.0,102002.27459817666,0.0
2019-08-06,255.60072326660156,164.80575561523438,-0.013499035387637592,0,0.0,0.0,102002.27459817666,0.0
2019-08-07,260.0718078613281,167.5193634033203,-0.10649306249797681,0,0.0,0.0,102002.27459817666,0.0
2019-08-08,268.5023193359375,171.8956298828125,0.24914636785781813,0,0.0,0.0,102002.27459817666,0.0
2019-08-09,265.5184020996094,171.0834503173828,-0.394547846357069,0,0.0,0.0,102002.27459817666,0.0
2019-08-12,260.7381896972656,168.4940185546875,-0.5257181320520242,0,0.0,0.0,102002.27459817666,0.0
2019-08-13,265.1127624511719,170.6630096435547,-0.2833797156903165,0,0.0,0.0,102002.27459817666,0.0
2019-08-14,257.9859313964844,165.78994750976562,0.2331027151493846,0,0.0,0.0,102002.27459817666,0.0
2019-08-15,262.5633544921875,168.670166015625,0.05418773984221689,0,0.0,0.0,102002.27459817666,0.0
2019-08-16,264.9486389160156,170.545654296875,-0.3182413213311467,0,0.0,0.0,102002.27459817666,0.0
2019-08-19,268.5313415527344,171.9905548095703,0.12644976698144603,0,0.0,0.0,102002.27459817666,0.0
2019-08-20,267.5367126464844,171.51210021972656,0.03611395499027749,0,0.0,0.0,102002.27459817666,0.0
2019-08-21,272.336181640625,173.13882446289062,0.8886757804926384,0,0.0,0.0,102002.27459817666,0.0
2019-08-22,271.1387939453125,172.32546997070312,0.9669712494635706,0,0.0,0.0,102002.27459817666,0.0
2019-08-23,262.5633544921875,167.67498779296875,0.7013048340961374,0,0.0,0.0,102002.27459817666,0.0
2019-08-26,266.94775390625,169.9332733154297,0.9058265518567036,0,0.0,0.0,102002.27459817666,0.0
2019-08-27,267.15045166015625,170.68919372558594,0.37813611456257085,0,0.0,0.0,102002.27459817666,0.0
2019-08-28,268.69561767578125,170.96670532226562,0.8598104197853695,0,0.0,0.0,102002.27459817666,0.0
2019-08-29,271.7279052734375,173.35890197753906,0.329732164609414,0,0.0,0.0,102002.27459817666,0.0
2019-08-30,271.7181701660156,173.0240020751953,0.5862542010553977,0,0.0,0.0,102002.27459817666,0.0
2019-09-03,270.5013732910156,171.47384643554688,1.2515950383597605,0,0.0,0.0,102002.27459817666,0.0
2019-09-04,276.28594970703125,173.9330596923828,1.9124115402584791,0,0.0,0.0,102002.27459817666,0.0
2019-09-05,282.0607604980469,176.76541137695312,2.25169889285011,-1,-136.9077541080303,236.30832246049397,101986.19710956202,-0.00015761892249921416
2019-09-06,281.38482666015625,177.73187255859375,1.1770988029886877,-1,-136.9077541080303,236.30832246049397,102307.12051378994,0.0031467337083188607
2019-09-09,273.6399230957031,173.72251892089844,0.7875432134191886,-1,-136.9077541080303,236.30832246049397,102420.01423430783,0.0011034786234911387
2019-09-10,262.98822021484375,168.74673461914062,-0.145659383372015,0,0.0,0.0,102687.31943500567,0.0026098922431929683
2019-09-11,260.6899719238281,167.43577575683594,-0.15862990265773363,0,0.0,0.0,102687.31943500567,0.0
2019-09-12,266.91864013671875,170.3064727783203,0.4201620493562629,0,0.0,0.0,102687.31943500567,0.0
2019-09-13,266.8414611816406,169.62705993652344,0.9078447392716655,0,0.0,0.0,102687.31943500567,0.0
2019-09-16,264.67822265625,168.51708984375,0.7832342728744108,0,0.0,0.0,102687.31943500567,0.0
2019-09-17,266.7737731933594,168.84242248535156,1.4528851564424494,0,0.0,0.0,102687.31943500567,0.0
2019-09-18,265.6632080078125,167.73240661621094,1.7775801978074157,0,0.0,0.0,102687.31943500567,0.0
2019-09-19,266.44549560546875,168.3735809326172,1.6048425347316002,0,0.0,0.0,102687.31943500567,0.0
2019-09-20,261.8680419921875,166.555419921875,0.9686400640054378,0,0.0,0.0,102687.31943500567,0.0
2019-09-23,263.7801818847656,167.36880493164062,1.1675802078344675,0,0.0,0.0,102687.31943500567,0.0
2019-09-24,261.81976318359375,166.9573516845703,0.621717315347788,0,0.0,0.0,102687.31943500567,0.0
2019-09-25,263.3938903808594,167.7228546142578,0.7243591479580876,0,0.0,0.0,102687.31943500567,0.0
2019-09-26,264.4948425292969,168.07684326171875,0.9395550072669647,0,0.0,0.0,102687.31943500567,0.0
2019-09-27,259.89801025390625,166.4980010986328,0.15321888819684568,0,0.0,0.0,102687.31943500567,0.0
2019-09-30,262.2543640136719,164.59385681152344,2.578005641749884,-1,-169.58903217710025,292.71753059251074,102668.78844078686,-0.0001804603949229211
2019-10-01,261.64593505859375,166.77554321289062,0.6976656674043688,-1,-169.58903217710025,292.71753059251074,103410.58917436255,0.007225182500361527
2019-10-02,255.40756225585935,162.50787353515625,1.17897847079302,-1,-169.58903217710025,292.71753059251074,103219.32705088728,-0.0018495409899732529
2019-10-03,259.0869140625,165.416748046875,0.6068449560384671,-1,-169.58903217710025,292.71753059251074,103446.82790283384,0.0022040528498543654
2019-10-04,264.658935546875,168.39266967773438,0.8167389277555119,-1,-169.58903217710025,292.71753059251074,103372.97860305067,-0.0007138865567974939
2019-10-07,262.85308837890625,167.35928344726562,0.8367349412949797,-1,-169.58903217710025,292.71753059251074,103376.74021099514,3.6388696497802187e-05
2019-10-08,258.2218322753906,164.98617553710938,0.6249754132614439,-1,-169.58903217710025,292.71753059251074,103467.50016406414,0.000877953327641734
2019-10-09,263.2205810546875,167.34011840820312,1.0340016862297512,-1,-169.58903217710025,292.71753059251074,103308.80754086914,-0.0015337436677543836
2019-10-10,264.7577819824219,167.34011840820312,1.6870567031812764,-1,-169.58903217710025,292.71753059251074,103048.1151232729,-0.0025234287743869377
2019-10-11,266.7689514160156,169.42611694335938,0.9784851499509576,-1,-169.58903217710025,292.71753059251074,103317.65118551612,0.002615633113917548
2019-10-14,267.2233581542969,169.7131805419922,0.9524390028138429,-1,-169.58903217710025,292.71753059251074,103324.61733427104,6.742457532649127e-05
2019-10-15,269.3311462402344,171.0432891845703,0.8880910135014322,-1,-169.58903217710025,292.71753059251074,103356.50571001771,0.00030862321651281555
2019-10-16,269.0507507324219,170.20118713378906,1.4111911751408732,-1,-169.58903217710025,292.71753059251074,103157.55968000286,-0.0019248525155545204
2019-10-17,267.3490295410156,170.26820373535156,0.5947772416120473,-1,-169.58903217710025,292.71753059251074,103465.76986400678,0.0029877614879607606
2019-10-18,261.6638488769531,168.1343231201172,-0.30400603573152635,0,0.0,0.0,103786.5716497548,0.0031005595973399025
