date,JPM,BAC,spread,zscore_full,signal,position
2023-06-22,131.6168975830078,26.35568618774414,-33.541399001453556,0.8563334259240403,0,1
2023-06-23,130.92857360839844,26.15773582458496,-32.989264102984976,0.8756826182585846,0,1
2023-06-26,131.2491455078125,26.47822952270508,-34.677070694288716,0.8165345831511712,0,1
2023-06-27,131.2585906982422,26.619617462158203,-35.553635113751994,0.7858159787071192,0,1
2023-06-28,130.68333435058594,26.459375381469727,-35.12473209712027,0.8008465934802328,0,1
2023-06-29,135.2472381591797,27.015520095825195,-34.0459173513988,0.8386529231764803,0,1
2023-06-30,137.14254760742188,27.043800354003903,-32.327826558534895,0.8988622475490915,0,1
2023-07-03,138.24581909179688,27.524538040161133,-34.237104881594036,0.8319528860950086,0,1
2023-07-05,137.32489013671875,27.411420822143555,-34.449183120015675,0.8245207483392294,0,1
2023-07-06,135.9672088623047,26.65732765197754,-31.081328410907844,0.9425449281222368,0,1
2023-07-07,137.04000854492188,26.892980575561523,-31.485251252873525,0.9283897265959662,0,1
2023-07-10,137.80906677246094,27.015520095825195,-31.48408873811755,0.9284304661356466,0,1
2023-07-11,139.96426391601562,27.35486602783203,-31.455407887247276,0.9294355670654132,0,1
2023-07-12,140.65736389160156,27.675357818603516,-32.77067444995075,0.8833429441148777,0,1
2023-07-13,141.3409423828125,27.96756935119629,-33.918243841650934,0.8431271545699128,0,1
2023-07-14,142.1954345703125,27.439701080322266,-29.755857341800237,0.9889951610656208,0,1
2023-07-17,145.62283325195312,27.71306037902832,-28.04146874110407,1.0490747446293975,0,1
2023-07-18,145.88868713378906,28.93846893310547,-35.454655654097564,0.7892846466129784,0,1
2023-07-19,146.44883728027344,29.720842361450195,-39.797260146513366,0.6371010230281143,0,1
2023-07-20,148.25274658203125,29.87166404724121,-38.93847716534532,0.6671964890498107,0,1
2023-07-21,147.1134490966797,30.145023345947266,-41.79078473164137,0.567239308566174,0,1
2023-07-24,150.00921630859375,30.776582717895508,-42.85269364775121,0.530025432180952,0,1
2023-07-25,148.8888702392578,30.30527114868164,-41.01955881063631,0.594266396910531,0,1
2023-07-26,149.7813262939453,30.55034828186035,-41.66288222908662,0.5717215648569203,0,1
2023-07-27,148.12933349609375,30.116748809814453,-40.59771753413409,0.6090495377993433,0,1
2023-07-28,148.97433471679688,30.06961250305176,-39.45733595122934,0.6490134354692745,0,1
2023-07-31,149.9712371826172,30.163875579833984,-39.051134447670506,0.6632484911426992,0,1
2023-08-01,149.23068237304688,29.805681228637695,-37.5470590674465,0.7159577908053855,0,1
2023-08-02,147.54067993164062,29.400352478027344,-36.69706290928514,0.7457453285855641,0,1
2023-08-03,148.44265747070312,29.607728958129883,-37.094613144283926,0.7318134507401853,0,1
2023-08-04,148.12933349609375,29.504039764404297,-36.75816725564846,0.7436039682883978,0,1
2023-08-07,148.8319091796875,30.05076026916504,-39.481623686372046,0.6481622882950058,0,1
2023-08-08,147.99642944335938,29.475765228271484,-36.71388851028962,0.7451556868315596,0,1
2023-08-09,146.01210021972656,29.08928871154785,-36.27635693632146,0.7604886835333206,0,1
2023-08-10,145.7937469482422,29.164703369140625,-36.96729727295744,0.7362751489381602,0,1
2023-08-11,146.6387481689453,29.49461555480957,-38.18969563424196,0.693437029001295,0,1
2023-08-14,146.94256591796875,29.155271530151367,-35.75937354496247,0.7786060151870801,0,1
2023-08-15,143.20179748535156,28.222078323364254,-33.652272970518055,0.8524479230183669,0,1
2023-08-16,142.59417724609375,27.609373092651367,-30.420366836146997,0.9657078773784116,0,1
2023-08-17,141.1130828857422,27.599946975708008,-31.842392295515253,0.9158739614382096,0,1
2023-08-18,141.4358673095703,27.439701080322266,-30.515424602542424,0.9623766425479764,0,1
2023-08-21,141.9200897216797,27.477405548095703,-30.2674777943663,0.971065769957678,0,1
2023-08-22,138.97689819335938,26.80814743041992,-29.016753448014526,1.0148965547933786,0,1
2023-08-23,139.9167938232422,26.81757164001465,-28.13591476668668,1.045764947840062,0,1
2023-08-24,139.78387451171875,26.97781562805176,-29.27300539492649,1.005916379440121,0,1
2023-08-25,139.61300659179688,26.864702224731445,-28.73504650304858,1.0247687832564616,0,1
2023-08-28,140.09718322753906,27.109783172607425,-29.78667324530096,0.987915238667214,0,1
2023-08-29,141.23648071289062,27.496257781982425,-31.069224605122,0.9429690977713204,0,1
2023-08-30,140.6668701171875,27.37371826171875,-30.870939488042012,0.9499178649622728,0,1
2023-08-31,138.9293975830078,27.25015640258789,-31.834109807834608,0.916164215590928,0,1
2023-09-01,139.39463806152344,27.544801712036133,-33.21526851082473,0.8677624473585468,0,1
2023-09-05,137.85655212402344,27.231143951416016,-32.78781346086964,0.8827423191233884,0,1
2023-09-06,137.6287078857422,26.98402214050293,-31.467065222805047,0.9290270436620904,0,1
2023-09-07,136.45138549804688,26.73689842224121,-31.095783181726148,0.9420383705010996,0,1
2023-09-08,136.55584716796875,26.955507278442383,-32.36123713651119,0.8976913965468006,0,1
2023-09-11,137.1540069580078,27.069564819335938,-32.47782061031293,0.8936058079272877,0,1
2023-09-12,138.9388885498047,27.535297393798828,-33.61145907199716,0.8538782183584981,0,1
2023-09-13,139.00535583496094,27.449752807617188,-33.00892537463906,0.8749936023535371,0,1
2023-09-14,141.70172119140625,27.75390625,-32.21854205510252,0.902692048711748,0,1
2023-09-15,141.2839813232422,27.4117374420166,-30.492076036600935,0.9631948771757652,0,1
2023-09-18,141.5782928466797,27.335697174072266,-29.721257051507877,0.990207704727604,0,1
2023-09-19,141.3979034423828,27.231143951416016,-29.246462142510268,1.006846569684589,0,1
2023-09-20,140.79978942871094,27.136096954345703,-29.248962745862315,1.0067589377393065,0,1
2023-09-21,139.69842529296875,26.660858154296875,-27.372235925148715,1.072527553912826,0,1
2023-09-22,138.35972595214844,26.271163940429688,-26.268910721715088,1.111192835944446,0,1
2023-09-25,139.04335021972656,26.23314666748047,-25.34705065195172,1.143498795674327,0,1
2023-09-26,137.6002197265625,25.82444190979004,-24.229026747340868,1.182679183700759,0,1
2023-09-27,138.40719604492188,25.91948890686035,-24.01766383930132,1.1900862531893734,0,1
2023-09-28,140.12567138671875,26.195125579833984,-24.026469777917583,1.189777655054307,0,1
2023-09-29,137.68568420410156,26.0240421295166,-25.394359993416117,1.1418408719499722,0,1
2023-10-02,136.49887084960938,25.37771987915039,-22.530985424333863,1.2421858880260903,0,1
2023-10-03,135.49249267578125,24.626840591430664,-18.83196745643633,1.3718154591839755,0,1
2023-10-04,136.10011291503906,24.655353546142575,-18.403024068817416,1.386847488730903,0,1
2023-10-05,136.67398071289062,24.76941299438477,-18.54391148723505,1.381910184887148,0,1
2023-10-06,138.77813720703125,24.77891731262207,-16.499313943640715,1.453561716473853,0,1
2023-10-09,138.46250915527344,25.007030487060547,-18.244416570651765,1.3924057807284205,0,1
2023-10-10,139.30416870117188,25.672367095947266,-21.572098706705475,1.2757894214703496,0,1
2023-10-11,139.78236389160156,25.68187141418457,-21.153462466822106,1.2904602440287152,0,1
2023-10-12,139.45718383789062,25.567811965942383,-20.763887304263875,1.3041126408795718,0,1
2023-10-13,141.5517578125,25.434741973876953,-17.835428259864358,1.4067384981675015,0,1
2023-10-16,141.4083251953125,25.65335464477539,-19.34880040661551,1.353703399639136,0,1
2023-10-17,141.10226440429688,26.25215721130371,-23.40726632090241,1.211477219449227,0,1
2023-10-18,139.5528564453125,25.957508087158203,-23.110251193524302,1.2218859127628503,0,1
2023-10-19,138.95986938476562,25.624839782714844,-21.618567413095093,1.274160957230969,0,1
2023-10-20,136.72178649902344,25.007030487060547,-19.985139226901765,1.3314033380820665,0,1
2023-10-23,134.8567657470703,24.30367851257324,-17.442594447145837,1.420505092198934,0,1
2023-10-24,135.01934814453125,24.208629608154297,-16.684386686936733,1.4470759679441934,0,1
2023-10-25,134.28289794921875,24.28466796875,-17.897332391476425,1.4045691099397568,0,1
2023-10-26,134.62721252441406,24.826440811157227,-20.9480453314178,1.2976589479555511,0,1
2023-10-27,129.77809143066406,23.923486709594727,-20.138791217416127,1.3260187084828614,0,1
2023-10-30,131.4327392578125,24.417736053466797,-21.58136420024445,1.27546471854529,0,1
2023-10-31,133.0012664794922,25.035545349121097,-23.884348050500307,1.1947582144182272,0,1
2023-11-01,132.88650512695312,25.092573165893555,-24.35647505874556,1.1782128442302382,0,1
2023-11-02,135.2584686279297,26.25215721130371,-29.251062097269596,1.0066853673957727,0,1
2023-11-03,136.76962280273438,27.012535095214844,-32.504827157451786,0.8926593818340793,0,1
2023-11-06,137.80258178710938,26.92699432373047,-30.93582566573164,0.947643972956076,0,1
2023-11-07,137.73562622070312,26.76541328430176,-29.99023126313722,0.9807816862522574,0,1
2023-11-08,138.4146728515625,26.5087833404541,-27.70300930052892,1.0609358257371035,0,1
2023-11-09,138.00340270996094,26.16661071777344,-25.970049650608132,1.1216662191017064,0,1
2023-11-10,140.0501708984375,26.30918312072754,-24.816713530039635,1.1620840997412996,0,1
2023-11-13,139.42848205566406,26.32819175720215,-25.55752027390568,1.136123030789583,0,1
2023-11-14,141.97262573242188,27.77291679382324,-32.066767367607866,0.9080108895022772,0,1
2023-11-15,143.21595764160156,28.15310859680176,-33.205913004564195,0.8680903047182684,0,1
2023-11-16,144.85145568847656,28.07707405090332,-31.093943353318707,0.9421028460374528,0,1
2023-11-17,146.16177368164062,28.495277404785156,-32.40430285119078,0.8961821878395243,0,1
2023-11-20,146.61129760742188,28.52379608154297,-32.13349163433355,0.9056725829148152,0,1
2023-11-21,146.3052215576172,28.191125869750977,-30.354884890733786,0.96800264765965,0,1
2023-11-22,146.64956665039062,28.162612915039062,-29.831862946321426,0.9863315963018958,0,1
2023-11-24,146.8503875732422,28.257661819458008,-30.226667386218057,0.9724959429800716,0,1
2023-11-27,146.51565551757812,28.096078872680664,-29.54883752045305,0.9962500300322809,0,1
2023-11-28,146.8503875732422,28.067567825317383,-29.035440565578423,1.0142416774564722,0,1
2023-11-29,147.59640502929688,28.808935165405273,-32.93521249098964,0.8775768202722423,0,1
2023-11-30,149.27972412109375,29.21132469177246,-33.77347330664881,0.8482005395957469,0,1
2023-12-01,150.00665283203125,29.661611557006836,-35.868273884286964,0.7747896767945401,0,1
2023-12-04,151.10653686523438,29.527482986450195,-33.927871183550735,0.8427897709149286,0,1
2023-12-05,151.08738708496094,29.297548294067383,-32.50613181948168,0.8926136608397751,0,1
2023-12-06,149.49969482421875,29.24964714050293,-33.793650794247554,0.8474934332536939,0,1
2023-12-07,149.95880126953125,29.37419319152832,-34.115014016358856,0.8362314775049678,0,1
2023-12-08,151.6134490966797,29.661611557006836,-34.26147761963853,0.8310987600518073,0,1
2023-12-11,152.16815185546875,29.55622673034668,-33.046379288787534,0.8736810553825879,0,1
2023-12-12,153.5262908935547,29.450838088989254,-31.027820773782903,0.944420066906199,0,1
2023-12-13,154.0427703857422,30.696319580078125,-38.316169432545536,0.6890048406802092,0,1
2023-12-14,156.84510803222656,32.516632080078125,-46.92084694058235,0.3874597643926498,0,0
2023-12-15,158.0310516357422,32.19089889526367,-43.69369152562834,0.5005532330188949,0,1
2023-12-18,158.98751831054688,32.02802276611328,-41.71655918296264,0.5698404924824692,0,1
2023-12-19,161.11080932617188,32.10466384887695,-40.0735406439284,0.6274189607321169,0,1
2023-12-20,159.2935791015625,31.596899032592773,-38.7088551511616,0.6752434365059657,0,1
2023-12-21,160.20217895507812,31.807680130004883,-39.12111815634006,0.6607959596271443,0,1
2023-12-22,160.10653686523438,32.02802276611328,-40.59754062827514,0.6090557373449607,0,1
2023-12-26,161.05340576171875,32.439998626708984,-42.23232454421287,0.551765845866205,0,1
2023-12-27,162.01937866210938,32.42082977294922,-41.14622973874691,0.5898273003093103,0,1
2023-12-28,162.8801727294922,32.45915603637695,-40.525607766944574,0.6115765755910482,0,1
2023-12-29,162.6888885498047,32.25796127319336,-39.456101992904024,0.6490566787002957,0,1
2024-01-02,164.58262634277344,32.47832107543945,-38.94325215388193,0.6670291528212071,0,1
2024-01-03,163.8653106689453,32.12382888793945,-37.43913730137356,0.7197398357632767,0,1
2024-01-04,164.95274353027344,32.38250732421875,-37.972716679859104,0.7010409090178396,0,1
2024-01-05,165.7803497314453,32.986087799072266,-40.92745643501459,0.597494062079525,0,1
2024-01-08,165.539794921875,32.727413177490234,-39.54702290962797,0.6458704169555587,0,1
2024-01-09,164.23098754882812,32.219642639160156,-37.673878708013575,0.7115134826771794,0,1
2024-01-10,164.57742309570312,32.19089889526367,-37.1473200656674,0.7299663724952868,0,1
2024-01-11,163.88455200195312,31.759769439697266,-35.138512061346916,0.8003636839975611,0,1
2024-01-12,162.681640625,31.424449920654297,-34.24013872189562,0.8318465672231705,0,1
2024-01-16,161.6615753173828,30.77296257019043,-31.177648929924032,0.9391694409842626,0,1
2024-01-17,160.79547119140625,30.466386795043945,-30.122591434967347,0.9761432139707952,0,1
2024-01-18,161.11305236816406,30.39931869506836,-29.38472701958625,1.0020011710201038,0,1
2024-01-19,163.89418029785156,30.8687744140625,-29.54545028354974,0.9963687334478892,0,1
