date,XOM,CVX,zscore,signal,pos_y,pos_x,equity,ret
2018-11-29,57.10279846191406,87.3929672241211,,0,0.0,0.0,100000.0,0.0
2018-11-30,57.42060089111328,87.45914459228516,,0,0.0,0.0,100000.0,0.0
2018-12-03,58.66292190551758,88.73124694824219,,0,0.0,0.0,100000.0,0.0
2018-12-04,57.37004470825195,86.20909118652344,,0,0.0,0.0,100000.0,0.0
2018-12-06,56.61888885498047,85.23112487792969,,0,0.0,0.0,100000.0,0.0
2018-12-07,56.07718276977539,84.92230224609375,,0,0.0,0.0,100000.0,0.0
2018-12-10,55.282684326171875,84.51785278320312,,0,0.0,0.0,100000.0,0.0
2018-12-11,55.38379669189453,84.9075927734375,,0,0.0,0.0,100000.0,0.0
2018-12-12,54.907100677490234,85.01788330078125,,0,0.0,0.0,100000.0,0.0
2018-12-13,55.60048294067383,85.253173828125,,0,0.0,0.0,100000.0,0.0
2018-12-14,54.58930206298828,83.70162963867188,,0,0.0,0.0,100000.0,0.0
2018-12-17,53.476993560791016,82.68692016601562,,0,0.0,0.0,100000.0,0.0
2018-12-18,52.00358200073242,80.6941909790039,,0,0.0,0.0,100000.0,0.0
2018-12-19,51.12239837646485,79.28972625732422,,0,0.0,0.0,100000.0,0.0
2018-12-20,49.56951522827149,77.19406127929688,,0,0.0,0.0,100000.0,0.0
2018-12-21,49.2011604309082,76.62786865234375,,0,0.0,0.0,100000.0,0.0
2018-12-24,47.31602096557617,74.2601318359375,,0,0.0,0.0,100000.0,0.0
2018-12-26,49.57673645019531,78.96619415283203,,0,0.0,0.0,100000.0,0.0
2018-12-27,49.79341125488281,80.38536071777344,,0,0.0,0.0,100000.0,0.0
2018-12-28,49.237266540527344,79.89270782470703,,0,0.0,0.0,100000.0,0.0
2018-12-31,49.251708984375,79.9956283569336,,0,0.0,0.0,100000.0,0.0
2019-01-02,50.33512496948242,81.39275360107422,,0,0.0,0.0,100000.0,0.0
2019-01-03,49.562294006347656,79.8338623046875,,0,0.0,0.0,100000.0,0.0
2019-01-04,51.3896369934082,81.48834228515625,,0,0.0,0.0,100000.0,0.0
2019-01-07,51.65687561035156,82.54721069335938,,0,0.0,0.0,100000.0,0.0
2019-01-08,52.03245544433594,82.18687438964844,,0,0.0,0.0,100000.0,0.0
2019-01-09,52.30693435668945,83.28986358642578,,0,0.0,0.0,100000.0,0.0
2019-01-10,52.0396842956543,83.4222183227539,,0,0.0,0.0,100000.0,0.0
2019-01-11,51.80133056640625,82.75310516357422,,0,0.0,0.0,100000.0,0.0
2019-01-14,51.736324310302734,82.15013122558594,,0,0.0,0.0,100000.0,0.0
2019-01-15,51.76521682739258,82.44425201416016,,0,0.0,0.0,100000.0,0.0
2019-01-16,51.7435417175293,81.9148178100586,,0,0.0,0.0,100000.0,0.0
2019-01-17,52.09746170043945,82.32659912109375,,0,0.0,0.0,100000.0,0.0
2019-01-18,52.71862030029297,84.0987319946289,,0,0.0,0.0,100000.0,0.0
2019-01-22,51.92412185668945,82.60603332519531,,0,0.0,0.0,100000.0,0.0
2019-01-23,51.49797821044922,81.90748596191406,,0,0.0,0.0,100000.0,0.0
2019-01-24,51.57020950317383,83.46635437011719,,0,0.0,0.0,100000.0,0.0
2019-01-25,51.80133056640625,83.25310516357422,,0,0.0,0.0,100000.0,0.0
2019-01-28,51.45464324951172,82.48102569580078,,0,0.0,0.0,100000.0,0.0
2019-01-29,51.649662017822266,82.23102569580078,,0,0.0,0.0,100000.0,0.0
2019-01-30,52.21303939819336,83.09872436523438,,0,0.0,0.0,100000.0,0.0
2019-01-31,52.92808151245117,84.30462646484375,,0,0.0,0.0,100000.0,0.0
2019-02-01,54.83487319946289,87.04002380371094,,0,0.0,0.0,100000.0,0.0
2019-02-04,54.04038619995117,88.04741668701172,,0,0.0,0.0,100000.0,0.0
2019-02-05,54.59652328491211,87.8562240600586,,0,0.0,0.0,100000.0,0.0
2019-02-06,54.35817337036133,87.41503143310547,,0,0.0,0.0,100000.0,0.0
2019-02-07,53.93926239013672,86.93706512451172,,0,0.0,0.0,100000.0,0.0
2019-02-08,54.02690124511719,86.4591293334961,-1.4212408078567846,0,0.0,0.0,100000.0,0.0
2019-02-11,54.114532470703125,85.9958724975586,-1.158916190771636,0,0.0,0.0,100000.0,0.0
2019-02-12,55.06391525268555,87.29737854003906,-1.20514142292547,0,0.0,0.0,100000.0,0.0
2019-02-13,55.684661865234375,87.92239379882812,-1.1358942639734744,0,0.0,0.0,100000.0,0.0
2019-02-14,55.699249267578125,87.7590103149414,-1.0411300814073645,0,0.0,0.0,100000.0,0.0
2019-02-15,56.75087356567383,88.64282989501953,-0.8800716565138165,0,0.0,0.0,100000.0,0.0
2019-02-19,57.13063430786133,88.61312866210938,-0.6721243399161214,0,0.0,0.0,100000.0,0.0
2019-02-20,57.34971237182617,89.33354949951172,-0.8449873159596906,0,0.0,0.0,100000.0,0.0
2019-02-21,56.831207275390625,88.48686981201172,-0.7348002441732394,0,0.0,0.0,100000.0,0.0
2019-02-22,57.26937103271485,88.67253112792969,-0.5858948201570602,0,0.0,0.0,100000.0,0.0
2019-02-25,57.32780838012695,88.8433609008789,-0.6109642389193658,0,0.0,0.0,100000.0,0.0
2019-02-26,57.44464874267578,89.08103942871094,-0.6347650002006284,0,0.0,0.0,100000.0,0.0
2019-02-27,58.036190032958984,89.1850357055664,-0.37811339774846625,0,0.0,0.0,100000.0,0.0
2019-02-28,57.71487045288086,88.81365203857422,-0.3662687634514945,0,0.0,0.0,100000.0,0.0
2019-03-01,58.42324447631836,90.63329315185548,-0.7539593375372216,0,0.0,0.0,100000.0,0.0
2019-03-04,58.649627685546875,90.7001495361328,-0.6532499589628463,0,0.0,0.0,100000.0,0.0
2019-03-05,58.5620002746582,91.56912231445312,-1.0382507129284804,0,0.0,0.0,100000.0,0.0
2019-03-06,57.89743423461914,91.74737548828124,-1.4220054572737975,0,0.0,0.0,100000.0,0.0
2019-03-07,58.54008483886719,90.5664520263672,-0.5804635243394266,0,0.0,0.0,100000.0,0.0
2019-03-08,57.70024871826172,90.32878875732422,-0.897157046320939,0,0.0,0.0,100000.0,0.0
2019-03-11,58.26258850097656,91.814208984375,-1.2458572084371957,0,0.0,0.0,100000.0,0.0
2019-03-12,58.42324447631836,92.0221939086914,-1.253018385839297,0,0.0,0.0,100000.0,0.0
2019-03-13,58.94176483154297,92.59406280517578,-1.2379038910607785,0,0.0,0.0,100000.0,0.0
2019-03-14,58.74457550048828,92.54207611083984,-1.341977544221414,0,0.0,0.0,100000.0,0.0
2019-03-15,58.53277587890625,93.06940460205078,-1.8190612268547248,0,0.0,0.0,100000.0,0.0
2019-03-18,59.21194839477539,93.49273681640624,-1.6475387808511464,0,0.0,0.0,100000.0,0.0
2019-03-19,59.058589935302734,93.04710388183594,-1.4644767127722023,0,0.0,0.0,100000.0,0.0
2019-03-20,59.3872184753418,92.6089096069336,-0.9554910168264776,0,0.0,0.0,100000.0,0.0
2019-03-21,59.73046112060547,93.47789764404295,-1.2171487095704576,0,0.0,0.0,100000.0,0.0
2019-03-22,58.773780822753906,91.42058563232422,-0.6292574171086002,0,0.0,0.0,100000.0,0.0
2019-03-25,58.36481475830078,91.27202606201172,-0.8228190861140952,0,0.0,0.0,100000.0,0.0
2019-03-26,59.12429428100586,92.19300842285156,-0.82517808368654,0,0.0,0.0,100000.0,0.0
2019-03-27,58.67153549194336,91.1977767944336,-0.5068903333908377,0,0.0,0.0,100000.0,0.0
2019-03-28,58.963653564453125,91.36859130859376,-0.3703356314535242,0,0.0,0.0,100000.0,0.0
2019-03-29,59.00747299194336,91.48741149902344,-0.4011247740254585,0,0.0,0.0,100000.0,0.0
2019-04-01,59.6866455078125,92.79460144042967,-0.7370913092426953,0,0.0,0.0,100000.0,0.0
2019-04-02,59.43104934692383,92.78717803955078,-0.9229150186688925,0,0.0,0.0,100000.0,0.0
2019-04-03,59.08051300048828,92.0147705078125,-0.656503897854511,0,0.0,0.0,100000.0,0.0
2019-04-04,59.92034149169922,92.6906280517578,-0.42250577975233256,0,0.0,0.0,100000.0,0.0
2019-04-05,60.241661071777344,93.89381408691406,-0.9799220801411896,0,0.0,0.0,100000.0,0.0
2019-04-08,60.61412048339844,94.08692932128906,-0.7877277962918453,0,0.0,0.0,100000.0,0.0
2019-04-09,59.83271026611328,93.2402114868164,-0.8254579861994347,0,0.0,0.0,100000.0,0.0
2019-04-10,59.5625,93.2031021118164,-1.008168771593085,0,0.0,0.0,100000.0,0.0
2019-04-11,59.84730911254883,93.5744400024414,-1.0107493146240447,0,0.0,0.0,100000.0,0.0
2019-04-12,59.09511947631836,88.94734954833984,1.6978576034716055,0,0.0,0.0,100000.0,0.0
2019-04-15,58.897926330566406,89.22956848144531,1.32983308571781,0,0.0,0.0,100000.0,0.0
2019-04-16,59.29958724975586,89.99458312988281,1.155296300244576,0,0.0,0.0,100000.0,0.0
2019-04-17,59.46757507324219,89.32612609863281,1.8270530223249735,0,0.0,0.0,100000.0,0.0
2019-04-18,59.248477935791016,89.0216293334961,1.8751657894536267,0,0.0,0.0,100000.0,0.0
2019-04-22,60.54108428955078,90.53675842285156,1.8777112035094936,0,0.0,0.0,100000.0,0.0
2019-04-23,60.891624450683594,90.62586975097656,2.090614940091112,-1,-531.9878824401302,449.95889877118327,99985.36569541934,-0.00014634304580651847
2019-04-24,59.70854568481445,87.8481216430664,2.952487608059797,-1,-531.9878824401302,449.95889877118327,99364.87678313497,-0.0062057972981219844
2019-04-25,60.04448699951172,87.56590270996094,3.2358417079204584,-1,-531.9878824401302,449.95889877118327,99059.1731541525,-0.0030765763404475566
2019-04-26,58.78107452392578,86.97171783447266,2.551322605376911,-1,-531.9878824401302,449.95889877118327,99463.9345094467,0.004086056267240679
2019-04-29,58.40133285522461,87.43220520019531,1.922189589511925,-1,-531.9878824401302,449.95889877118327,99873.15286363193,0.004114238554944416
2019-04-30,58.62770462036133,89.17015838623047,0.9790341322732327,-1,-531.9878824401302,449.95889877118327,100534.73332935685,0.006624207274483984
2019-05-01,57.451961517333984,87.49906158447266,1.1762937911968994,-1,-531.9878824401302,449.95889877118327,100408.28953637097,-0.001257712521817167
2019-05-02,56.44415664672851,86.43697357177734,1.112872514169762,-1,-531.9878824401302,449.95889877118327,100466.53356280678,0.0005800718915216496
2019-05-03,56.57561874389648,87.09800720214844,0.8041293903341292,-1,-531.9878824401302,449.95889877118327,100694.03528448574,0.0022644527845356865
2019-05-06,56.32730865478515,87.93726348876953,0.06135677446408493,0,0.0,0.0,101189.85735751638,0.004924046112858793
2019-05-07,56.027889251708984,87.84068298339844,-0.10812307776430678,0,0.0,0.0,101189.85735751638,0.0
2019-05-08,56.11552429199219,87.26882934570312,0.3575869547949681,0,0.0,0.0,101189.85735751638,0.0
2019-05-09,56.06439971923828,90.00942993164062,-1.5549109145085172,0,0.0,0.0,101189.85735751638,0.0
2019-05-10,56.551910400390625,90.60359954833984,-1.5315994120575058,0,0.0,0.0,101189.85735751638,0.0
2019-05-13,55.924049377441406,89.452392578125,-1.233344747414113,0,0.0,0.0,101189.85735751638,0.0
2019-05-14,55.997920989990234,90.34364318847656,-1.7224062954371813,0,0.0,0.0,101189.85735751638,0.0
2019-05-15,56.411582946777344,90.71501159667967,-1.5993161614598046,0,0.0,0.0,101189.85735751638,0.0
2019-05-16,56.40419387817383,90.6024932861328,-1.494646877770292,0,0.0,0.0,101189.85735751638,0.0
2019-05-17,56.0717887878418,90.3924789428711,-1.568711906862776,0,0.0,0.0,101189.85735751638,0.0
2019-05-20,56.06439971923828,90.63250732421876,-1.6789953875973236,0,0.0,0.0,101189.85735751638,0.0
2019-05-21,56.32295227050781,91.00751495361328,-1.6775631966597035,0,0.0,0.0,101189.85735751638,0.0
2019-05-22,55.81326675415039,90.43000793457033,-1.6470802388689993,0,0.0,0.0,101189.85735751638,0.0
2019-05-23,54.505836486816406,88.40492248535156,-1.324600121428678,0,0.0,0.0,101189.85735751638,0.0
2019-05-24,54.73482131958008,89.03495788574219,-1.5011446930540675,0,0.0,0.0,101189.85735751638,0.0
2019-05-28,53.63420104980469,88.73493194580078,-2.0210343467679506,1,556.2175997141403,-470.4525552284385,101175.54178510787,-0.000141472404273979
2019-05-29,53.301815032958984,87.57991027832031,-1.5364421558788848,1,556.2175997141403,-470.4525552284385,101534.04572744982,0.0035433854468840398
2019-05-30,53.16146469116211,86.53738403320312,-1.014873280902065,1,556.2175997141403,-470.4525552284385,101946.43953312459,0.00406163078325239
2019-05-31,52.27507400512695,85.3898696899414,-0.9391174147190298,1,556.2175997141403,-470.4525552284385,101993.2644882779,0.00045930937233062963
2019-06-03,53.094993591308594,86.9948959350586,-1.270432741737695,1,556.2175997141403,-470.4525552284385,101694.22949423839,-0.002931909234789476
2019-06-04,54.35810089111328,87.97742462158203,-0.9698820471274946,1,556.2175997141403,-470.4525552284385,101934.55887355696,0.002363254832784767
2019-06-05,53.90751266479492,88.23994445800781,-1.385417463040592,1,556.2175997141403,-470.4525552284385,101560.43064401005,-0.003670278595221066
2019-06-06,54.88993453979492,90.51246643066406,-1.9357093014426383,1,556.2175997141403,-470.4525552284385,101037.7572123803,-0.005146427878607862
2019-06-07,55.0893669128418,91.11251831054688,-2.0561456127276156,1,556.2175997141403,-470.4525552284385,100866.38906806125,-0.0016960802480880943
2019-06-10,55.333133697509766,91.72002410888672,-2.1405132202392205,1,556.2175997141403,-470.4525552284385,100716.17378877422,-0.0014892500928695984
2019-06-11,55.281402587890625,90.8800048828125,-1.6882201344793608,1,556.2175997141403,-470.4525552284385,101082.58922649897,0.0036380992639097887
2019-06-12,54.683109283447266,90.14495849609376,-1.6303582392521705,1,556.2175997141403,-470.4525552284385,101095.61241161969,0.00012883707491440077
2019-06-13,55.16324234008789,90.6850128173828,-1.5941799545507842,1,556.2175997141403,-470.4525552284385,101108.60093251517,0.00012847759250522728
2019-06-14,54.91946792602539,90.60997009277344,-1.6628282339226101,1,556.2175997141403,-470.4525552284385,101008.31335459737,-0.0009918797905702492
2019-06-17,55.46609878540039,91.04501342773438,-1.5277092091297495,1,556.2175997141403,-470.4525552284385,101107.69181056114,0.0009838641262616132
2019-06-18,55.94622421264648,92.20004272460938,-1.7657975787695601,1,556.2175997141403,-470.4525552284385,100831.35953918713,-0.0027330489542947145
2019-06-19,55.635986328125,92.1700439453125,-1.8677605492685754,1,556.2175997141403,-470.4525552284385,100672.91277009217,-0.001571403676585259
2019-06-20,56.58885192871094,93.21256256103516,-1.7740905221056464,1,556.2175997141403,-470.4525552284385,100712.4578406603,0.000392807454160371
2019-06-21,57.386600494384766,93.70008087158205,-1.526513619738599,1,556.2175997141403,-470.4525552284385,100926.82539811736,0.002128510832256847
2019-06-24,56.83999252319336,93.68508911132812,-1.7580396498082116,1,556.2175997141403,-470.4525552284385,100629.84533631547,-0.0029425285163822146
2019-06-25,56.337703704833984,92.73255920410156,-1.5569404264368796,1,556.2175997141403,-470.4525552284385,100798.58358419062,0.0016768210992594845
2019-06-26,56.58146286010742,92.9500732421875,-1.4867727388292882,1,556.2175997141403,-470.4525552284385,100831.83668142959,0.0003298964733089438
2019-06-27,56.00530624389648,92.33504486083984,-1.4762988784069135,1,556.2175997141403,-470.4525552284385,100800.70990484432,-0.0003086998869574753
2019-06-28,56.6036376953125,93.33258056640624,-1.5575450229100722,1,556.2175997141403,-470.4525552284385,100664.2191669691,-0.0013540652442236567
2019-07-01,56.551910400390625,93.63258361816406,-1.6613710880051007,1,556.2175997141403,-470.4525552284385,100494.31033287215,-0.0016878771375072876
2019-07-02,55.93144607543945,92.20004272460938,-1.3368666044903927,1,556.2175997141403,-470.4525552284385,100823.1396791816,0.003272119040573118
2019-07-03,56.46328353881836,92.51504516601562,-1.1795510119126948,1,556.2175997141403,-470.4525552284385,100970.7633330375,0.0014641842569635966
2019-07-05,56.234283447265625,92.65755462646484,-1.31760567171264,1,556.2175997141403,-470.4525552284385,100776.34551196717,-0.0019254862957612806
2019-07-08,56.49282455444336,92.70256042480467,-1.1835711615953632,1,556.2175997141403,-470.4525552284385,100898.97753319993,0.00121687307284013
2019-07-09,56.455902099609375,92.51504516601562,-1.099902466675837,1,556.2175997141403,-470.4525552284385,100966.65764663822,0.0006707710533144784
2019-07-10,57.253662109375,94.08258056640624,-1.322080883151055,1,556.2175997141403,-470.4525552284385,100672.93476989318,-0.002909107655846288
2019-07-11,57.29796600341797,94.0750732421875,-1.2674863724006367,1,556.2175997141403,-470.4525552284385,100701.10921535743,0.00027986117151201917
2019-07-12,57.342288970947266,94.48760223388672,-1.378541949820467,1,556.2175997141403,-470.4525552284385,100531.68711171806,-0.0016824253968945602
2019-07-15,56.93602752685547,94.2925796508789,-1.4578430580958286,1,556.2175997141403,-470.4525552284385,100397.4662189322,-0.0013351103183686375
2019-07-16,56.08655548095703,93.57259368896484,-1.5280906783719745,1,556.2175997141403,-470.4525552284385,100263.69415204937,-0.001332424730631332
2019-07-17,55.754173278808594,93.1075668334961,-1.4619340663844789,1,556.2175997141403,-470.4525552284385,100297.59039378779,0.00033807094407478644
2019-07-18,55.281402587890625,93.51258850097656,-1.7779801082753723,1,556.2175997141403,-470.4525552284385,99844.08353648114,-0.004521612688062615
2019-07-19,55.39222717285156,93.7825927734375,-1.7757286103825434,1,556.2175997141403,-470.4525552284385,99778.70192121559,-0.0006548371515840978
2019-07-22,55.451316833496094,93.98509216308594,-1.7703160590011773,1,556.2175997141403,-470.4525552284385,99716.30227513489,-0.000625380415651855
2019-07-23,55.67291259765625,94.36762237548828,-1.76061361487315,1,556.2175997141403,-470.4525552284385,99659.5954233061,-0.0005686818557744111
2019-07-24,55.665523529052734,94.90762329101562,-1.89641231358619,1,556.2175997141403,-470.4525552284385,99401.4406827678,-0.002590365126827865
2019-07-25,55.34791564941406,94.22509002685548,-1.7375383794826778,1,556.2175997141403,-470.4525552284385,99545.88110845743,0.0014531019339105722
2019-07-26,55.25926208496094,92.79255676269533,-1.2526259024668382,1,556.2175997141403,-470.4525552284385,100170.5093702051,0.006274777567814471
2019-07-29,55.65074920654297,93.1750717163086,-1.1979384673876148,1,556.2175997141403,-470.4525552284385,100208.30625995001,0.00037732552207780934
2019-07-30,55.65814208984375,93.257568359375,-1.1965622790423107,1,556.2175997141403,-470.4525552284385,100173.60755522618,-0.0003462657539967662
2019-07-31,54.92686080932617,92.33504486083984,-1.1507566057063923,1,556.2175997141403,-470.4525552284385,100200.85957380495,0.000272047890096605
2019-08-01,53.523399353027344,90.5574951171875,-1.0871282258240829,1,556.2175997141403,-470.4525552284385,100256.48243023801,0.000555113565588794
2019-08-02,52.998966217041016,90.54998779296876,-1.2614201761624648,1,556.2175997141403,-470.4525552284385,99968.31532999076,-0.002874298930722774
2019-08-05,51.91312789916992,89.05744934082031,-1.1654198343092907,1,556.2175997141403,-470.4525552284385,100066.52147573681,0.0009823727190148013
2019-08-06,52.41541290283203,89.5374755859375,-1.1028288426954012,1,556.2175997141403,-470.4525552284385,100120.07166125407,0.0005351458682436583
2019-08-07,52.07561874389648,89.32746887207031,-1.1396232087504874,1,556.2175997141403,-470.4525552284385,100029.87036492798,-0.0009009312002020708
2019-08-08,53.46430969238281,92.42503356933594,-1.5720739343139463,1,556.2175997141403,-470.4525552284385,99345.02748422578,-0.0068463837672063654
2019-08-09,52.32677459716797,91.81753540039062,-1.7558442745834175,1,556.2175997141403,-470.4525552284385,98998.10950985173,-0.0034920517227612358
2019-08-12,52.072509765625,91.16500854492188,-1.5986203350995254,1,556.2175997141403,-470.4525552284385,99163.66586206961,0.001672318320395938
2019-08-13,52.71564483642578,91.79503631591795,-1.5169183335291931,1,556.2175997141403,-470.4525552284385,99224.99073271241,0.000618420770447381
2019-08-14,50.59178161621094,88.30741882324219,-1.185222786979958,1,556.2175997141403,-470.4525552284385,99684.41919133207,0.004630168823671177
2019-08-15,50.292633056640625,87.71490478515625,-1.0867863634625843,1,556.2175997141403,-470.4525552284385,99796.77724079619,0.0011271375243553372
2019-08-16,51.077877044677734,87.75279998779297,-0.7945599155089202,1,556.2175997141403,-470.4525552284385,100215.7158721008,0.004197917436689957
2019-08-19,51.93790817260742,88.88938903808594,-0.8140789543715865,1,556.2175997141403,-470.4525552284385,100159.36909880232,-0.0005622548600101585
2019-08-20,51.62379837036133,87.99526977539062,-0.6388963159951744,1,556.2175997141403,-470.4525552284385,100405.29639036427,0.00245535983078482
2019-08-21,52.13980865478515,89.3213119506836,-0.8419519882251212,1,556.2175997141403,-470.4525552284385,100068.47046248706,-0.0033546629509230153
2019-08-22,52.02763366699219,89.2076416015625,-0.8299965671098141,1,556.2175997141403,-470.4525552284385,100059.5532662266,-8.911094792640739e-05
2019-08-23,50.47212600708008,87.27543640136719,-0.7827892945745039,1,556.2175997141403,-470.4525552284385,100103.3634029509,0.0004378406188534356
2019-08-26,50.74134826660156,87.69976806640625,-0.8007036920720914,1,556.2175997141403,-470.4525552284385,100053.48164584962,-0.0004983025085829595
2019-08-27,50.247764587402344,87.76797485351562,-0.9977359416714293,1,556.2175997141403,-470.4525552284385,99746.85365926783,-0.003064640845454436
2019-08-28,50.61420822143555,88.52570343017578,-1.0907587834333576,1,556.2175997141403,-470.4525552284385,99594.20071276091,-0.0015304036258464437
2019-08-29,51.17509460449219,89.04852294921875,-1.0317003666348128,1,556.2175997141403,-470.4525552284385,99660.21381179994,0.0006628207121157637
2019-08-30,51.21249771118164,89.2000732421875,-1.070405777000849,1,556.2175997141403,-470.4525552284385,99609.72085545186,-0.0005066510939203406
2019-09-03,51.27231979370117,88.10136413574219,-0.6419714409325687,1,556.2175997141403,-470.4525552284385,100159.8854571807,0.005523201922503329
2019-09-04,51.818241119384766,88.84394836425781,-0.6757929905136063,1,556.2175997141403,-470.4525552284385,100114.18585880767,-0.00045626647998286973
2019-09-05,52.551124572753906,89.13946533203125,-0.42521531731751616,0,0.0,0.0,100368.56867158665,0.002540926748759942
2019-09-06,53.044715881347656,89.60926055908203,-0.3563528363440221,0,0.0,0.0,100368.56867158665,0.0
2019-09-09,53.463504791259766,90.4654769897461,-0.5068104948408554,0,0.0,0.0,100368.56867158665,0.0
2019-09-10,53.897247314453125,92.32950592041016,-1.161925029235842,0,0.0,0.0,100368.56867158665,0.0
2019-09-11,53.79254531860352,91.8975830078125,-1.0115803001765706,0,0.0,0.0,100368.56867158665,0.0
2019-09-12,53.829952239990234,92.00366973876952,-1.0396589832828307,0,0.0,0.0,100368.56867158665,0.0
2019-09-13,54.32351303100586,92.06429290771484,-0.7437383453640727,0,0.0,0.0,100368.56867158665,0.0
2019-09-16,55.138671875,94.049560546875,-1.3418938348081462,0,0.0,0.0,100368.56867158665,0.0
2019-09-17,54.71989059448242,93.87527465820312,-1.5043200529522505,0,0.0,0.0,100368.56867158665,0.0
2019-09-18,54.45813751220703,94.09502410888672,-1.7822875209929157,0,0.0,0.0,100368.56867158665,0.0
2019-09-19,54.09169006347656,93.70099639892578,-1.7741807785637382,0,0.0,0.0,100368.56867158665,0.0
2019-09-20,53.90473175048828,94.20108795166016,-2.1430422652095453,1,563.5766498413295,-476.6768889031903,100353.51208565332,-0.00015001295856464925
2019-09-23,53.942115783691406,94.64057159423828,-2.301533139596894,1,563.5766498413295,-476.6768889031903,100165.0891583755,-0.0018775917589909374
2019-09-24,53.201759338378906,93.76161193847656,-2.2305825694318124,1,563.5766498413295,-476.6768889031903,100166.82130741776,1.7292941650870475e-05
2019-09-25,53.35880279541016,93.58733367919922,-1.9681188858960792,1,563.5766498413295,-476.6768889031903,100338.40175124674,0.00171294687791268
2019-09-26,53.07461166381836,91.0489501953125,-0.6719117387630149,1,563.5766498413295,-476.6768889031903,101388.227007332,0.01046284610639825
2019-09-27,53.45600891113281,89.86688232421875,0.3071739395560891,0,0.0,0.0,102152.04522063796,0.007533598681538578
2019-09-30,52.80539321899414,89.86688232421875,-0.13379691875721797,0,0.0,0.0,102152.04522063796,0.0
2019-10-01,51.56397247314453,87.90435028076172,0.19008503306368787,0,0.0,0.0,102152.04522063796,0.0
2019-10-02,50.21786117553711,85.08560180664062,0.9727860313072506,0,0.0,0.0,102152.04522063796,0.0
