date,JPM,BAC,zscore,signal,pos_y,pos_x,equity,ret
2018-11-02,89.07078552246094,23.52691078186035,,0,0.0,0.0,100000.0,0.0
2018-11-05,89.65426635742188,23.670318603515625,,0,0.0,0.0,100000.0,0.0
2018-11-06,90.0734405517578,23.79685401916504,,0,0.0,0.0,100000.0,0.0
2018-11-07,91.61846923828124,24.075223922729492,,0,0.0,0.0,100000.0,0.0
2018-11-08,92.3581314086914,24.353601455688477,,0,0.0,0.0,100000.0,0.0
2018-11-09,91.46229553222656,24.0583553314209,,0,0.0,0.0,100000.0,0.0
2018-11-12,89.53924560546875,23.408811569213867,,0,0.0,0.0,100000.0,0.0
2018-11-13,90.06519317626953,23.417251586914062,,0,0.0,0.0,100000.0,0.0
2018-11-14,88.20784759521484,22.953285217285156,,0,0.0,0.0,100000.0,0.0
2018-11-15,90.45967864990234,23.53534698486328,,0,0.0,0.0,100000.0,0.0
2018-11-16,90.39392852783205,23.408811569213867,,0,0.0,0.0,100000.0,0.0
2018-11-19,91.08428955078124,23.408811569213867,,0,0.0,0.0,100000.0,0.0
2018-11-20,89.1283187866211,23.096694946289062,,0,0.0,0.0,100000.0,0.0
2018-11-21,88.46263885498047,23.003904342651367,,0,0.0,0.0,100000.0,0.0
2018-11-23,87.64900207519531,22.75083351135254,,0,0.0,0.0,100000.0,0.0
2018-11-26,89.79399871826172,23.24853515625,,0,0.0,0.0,100000.0,0.0
2018-11-27,90.17203521728516,23.400371551513672,,0,0.0,0.0,100000.0,0.0
2018-11-28,91.1746826171875,23.982431411743164,,0,0.0,0.0,100000.0,0.0
2018-11-29,90.4514389038086,23.6534423828125,,0,0.0,0.0,100000.0,0.0
2018-11-30,91.38014221191406,23.957128524780273,,0,0.0,0.0,100000.0,0.0
2018-12-03,92.2430648803711,24.075223922729492,,0,0.0,0.0,100000.0,0.0
2018-12-04,88.12567138671875,22.76770782470703,,0,0.0,0.0,100000.0,0.0
2018-12-06,86.44913482666016,22.29267120361328,,0,0.0,0.0,100000.0,0.0
2018-12-07,84.88761138916016,21.571638107299805,,0,0.0,0.0,100000.0,0.0
2018-12-10,83.30146026611328,21.003297805786133,,0,0.0,0.0,100000.0,0.0
2018-12-11,82.48786926269531,20.850603103637695,,0,0.0,0.0,100000.0,0.0
2018-12-12,83.02204132080078,20.799711227416992,,0,0.0,0.0,100000.0,0.0
2018-12-13,83.10423278808594,20.697914123535156,,0,0.0,0.0,100000.0,0.0
2018-12-14,82.422119140625,20.765775680541992,,0,0.0,0.0,100000.0,0.0
2018-12-17,81.37014770507812,20.757295608520508,,0,0.0,0.0,100000.0,0.0
2018-12-18,80.98389434814453,20.757295608520508,,0,0.0,0.0,100000.0,0.0
2018-12-19,79.95660400390625,20.511295318603516,,0,0.0,0.0,100000.0,0.0
2018-12-20,79.2662582397461,20.451913833618164,,0,0.0,0.0,100000.0,0.0
2018-12-21,77.3924560546875,19.824195861816406,,0,0.0,0.0,100000.0,0.0
2018-12-24,75.72411346435547,19.281295776367188,,0,0.0,0.0,100000.0,0.0
2018-12-26,78.86355590820312,20.451913833618164,,0,0.0,0.0,100000.0,0.0
2018-12-27,79.75113677978516,20.672466278076172,,0,0.0,0.0,100000.0,0.0
2018-12-28,79.57855987548828,20.68943214416504,,0,0.0,0.0,100000.0,0.0
2018-12-31,80.22779846191406,20.901500701904297,,0,0.0,0.0,100000.0,0.0
2019-01-02,81.61671447753906,21.172948837280273,,0,0.0,0.0,100000.0,0.0
2019-01-03,80.45679473876953,20.833637237548828,,0,0.0,0.0,100000.0,0.0
2019-01-04,83.42285919189453,21.698877334594727,,0,0.0,0.0,100000.0,0.0
2019-01-07,83.48085021972656,21.681915283203125,,0,0.0,0.0,100000.0,0.0
2019-01-08,83.32342529296875,21.639501571655273,,0,0.0,0.0,100000.0,0.0
2019-01-09,83.18260955810547,21.851572036743164,,0,0.0,0.0,100000.0,0.0
2019-01-10,83.17430114746094,21.82612037658691,,0,0.0,0.0,100000.0,0.0
2019-01-11,82.77662658691406,22.08059883117676,,0,0.0,0.0,100000.0,0.0
2019-01-14,83.6300048828125,22.369020462036133,,0,0.0,0.0,100000.0,0.0
2019-01-15,84.24308013916016,22.52170753479004,,0,0.0,0.0,100000.0,0.0
2019-01-16,84.92247772216797,24.133434295654297,,0,0.0,0.0,100000.0,0.0
2019-01-17,85.27043914794922,24.591489791870117,,0,0.0,0.0,100000.0,0.0
2019-01-18,86.65406036376953,24.85445976257324,,0,0.0,0.0,100000.0,0.0
2019-01-22,85.28699493408203,24.676326751708984,,0,0.0,0.0,100000.0,0.0
2019-01-23,85.07159423828125,24.53211975097656,,0,0.0,0.0,100000.0,0.0
2019-01-24,85.12132263183594,24.66784286499023,,0,0.0,0.0,100000.0,0.0
2019-01-25,85.65983581542969,25.091983795166016,,0,0.0,0.0,100000.0,0.0
2019-01-28,86.06580352783203,25.13439559936523,,0,0.0,0.0,100000.0,0.0
2019-01-29,86.30606842041016,24.93081283569336,,0,0.0,0.0,100000.0,0.0
2019-01-30,86.50492858886719,24.659358978271484,,0,0.0,0.0,100000.0,0.0
2019-01-31,85.75098419189453,24.1503963470459,,0,0.0,0.0,100000.0,0.0
2019-02-01,86.06580352783203,24.074050903320312,,0,0.0,0.0,100000.0,0.0
2019-02-04,86.37236022949219,24.49818992614746,,0,0.0,0.0,100000.0,0.0
2019-02-05,85.99125671386719,24.41336441040039,,0,0.0,0.0,100000.0,0.0
2019-02-06,85.94982147216797,24.370946884155273,,0,0.0,0.0,100000.0,0.0
2019-02-07,84.82306671142578,23.955291748046875,,0,0.0,0.0,100000.0,0.0
2019-02-08,83.97797393798828,23.997703552246097,-1.231579492887582,0,0.0,0.0,100000.0,0.0
2019-02-11,83.58028411865234,24.09950065612793,-1.3700175781349888,0,0.0,0.0,100000.0,0.0
2019-02-12,85.00532531738281,24.337017059326172,-1.3626060560971607,0,0.0,0.0,100000.0,0.0
2019-02-13,85.41128540039062,24.34550094604492,-1.3015355932791548,0,0.0,0.0,100000.0,0.0
2019-02-14,84.85618591308594,24.082534790039062,-1.143795266502413,0,0.0,0.0,100000.0,0.0
2019-02-15,87.4494400024414,24.693288803100582,-1.315203292525506,0,0.0,0.0,100000.0,0.0
2019-02-19,87.14287567138672,24.710254669189453,-1.3642665859571868,0,0.0,0.0,100000.0,0.0
2019-02-20,87.5654296875,24.94777488708496,-1.4974493814762166,0,0.0,0.0,100000.0,0.0
2019-02-21,87.3831558227539,24.84597969055176,-1.4115746223905248,0,0.0,0.0,100000.0,0.0
2019-02-22,86.99374389648438,24.66784286499023,-1.2876657297509027,0,0.0,0.0,100000.0,0.0
2019-02-25,87.90509796142578,24.829011917114254,-1.283788455980927,0,0.0,0.0,100000.0,0.0
2019-02-26,87.2340087890625,24.84597969055176,-1.3646848529566844,0,0.0,0.0,100000.0,0.0
2019-02-27,87.12630462646484,25.049560546875,-1.5229924333277975,0,0.0,0.0,100000.0,0.0
2019-02-28,86.4635238647461,24.793785095214844,-1.3731311981845176,0,0.0,0.0,100000.0,0.0
2019-03-01,86.5215072631836,24.98988151550293,-1.4972184361842176,0,0.0,0.0,100000.0,0.0
2019-03-04,86.3226547241211,24.75115394592285,-1.3016192047437654,0,0.0,0.0,100000.0,0.0
2019-03-05,86.2563705444336,24.793785095214844,-1.3154223044456177,0,0.0,0.0,100000.0,0.0
2019-03-06,85.9332504272461,24.58915901184082,-1.165166143477099,0,0.0,0.0,100000.0,0.0
2019-03-07,85.31188201904297,24.34190559387207,-1.0224839242346218,0,0.0,0.0,100000.0,0.0
2019-03-08,85.34502410888672,24.427162170410156,-1.0634971725174078,0,0.0,0.0,100000.0,0.0
2019-03-11,86.45523071289062,24.674419403076172,-1.0953635863166902,0,0.0,0.0,100000.0,0.0
2019-03-12,86.19837951660156,24.674419403076172,-1.103375897308131,0,0.0,0.0,100000.0,0.0
2019-03-13,86.48835754394531,24.97283172607422,-1.2737072988859428,0,0.0,0.0,100000.0,0.0
2019-03-14,87.27546691894531,25.117773056030273,-1.2593559271889028,0,0.0,0.0,100000.0,0.0
2019-03-15,88.2779541015625,24.981351852416992,-1.0060485684341836,0,0.0,0.0,100000.0,0.0
2019-03-18,88.80819702148438,25.424715042114254,-1.2586761609914543,0,0.0,0.0,100000.0,0.0
2019-03-19,88.48506927490234,25.279769897460938,-1.1620715080033792,0,0.0,0.0,100000.0,0.0
2019-03-20,86.59605407714844,24.418638229370117,-0.7193329834236292,0,0.0,0.0,100000.0,0.0
2019-03-21,85.22903442382812,24.026447296142575,-0.5764912788523063,0,0.0,0.0,100000.0,0.0
2019-03-22,82.65235900878906,23.028888702392575,-0.12539356909850843,0,0.0,0.0,100000.0,0.0
2019-03-25,81.9646987915039,22.883949279785156,-0.09553422108128982,0,0.0,0.0,100000.0,0.0
2019-03-26,82.784912109375,23.19941139221191,-0.22970451590348173,0,0.0,0.0,100000.0,0.0
2019-03-27,82.50320434570312,23.045944213867188,-0.13957943330324865,0,0.0,0.0,100000.0,0.0
2019-03-28,83.43942260742188,23.301721572875977,-0.21219741058669148,0,0.0,0.0,100000.0,0.0
2019-03-29,83.87026977539062,23.523401260375977,-0.3211483756057605,0,0.0,0.0,100000.0,0.0
2019-04-01,86.69549560546875,24.333375930786133,-0.584535918365059,0,0.0,0.0,100000.0,0.0
2019-04-02,87.10974884033203,24.6147403717041,-0.7340567601939583,0,0.0,0.0,100000.0,0.0
2019-04-03,87.28372192382812,24.58915901184082,-0.6777758470429268,0,0.0,0.0,100000.0,0.0
2019-04-04,88.12692260742188,24.85346412658691,-0.7608400448738012,0,0.0,0.0,100000.0,0.0
2019-04-05,87.91822814941406,24.793785095214844,-0.7239417141876634,0,0.0,0.0,100000.0,0.0
2019-04-08,88.20206451416016,24.87051773071289,-0.731869520988261,0,0.0,0.0,100000.0,0.0
2019-04-09,87.55087280273438,24.631790161132812,-0.6142263020696201,0,0.0,0.0,100000.0,0.0
2019-04-10,87.94325256347656,24.785255432128903,-0.671520762898577,0,0.0,0.0,100000.0,0.0
2019-04-11,88.68628692626953,24.785255432128903,-0.5682284156252891,0,0.0,0.0,100000.0,0.0
2019-04-12,92.8438720703125,25.72312355041504,-0.7638575340825914,0,0.0,0.0,100000.0,0.0
2019-04-15,91.78358459472656,25.441761016845703,-0.6647640862007229,0,0.0,0.0,100000.0,0.0
2019-04-16,92.7519989013672,25.47587013244629,-0.5577735709022352,0,0.0,0.0,100000.0,0.0
2019-04-17,95.42353057861328,25.603755950927734,-0.3149890158394357,0,0.0,0.0,100000.0,0.0
2019-04-18,94.72225189208984,25.603755950927734,-0.3848626075962863,0,0.0,0.0,100000.0,0.0
2019-04-22,94.83914184570312,25.620813369750977,-0.36593139740480884,0,0.0,0.0,100000.0,0.0
2019-04-23,94.9560089111328,25.637866973876953,-0.34659375811254806,0,0.0,0.0,100000.0,0.0
2019-04-24,94.7974090576172,25.595233917236328,-0.3135521215377899,0,0.0,0.0,100000.0,0.0
2019-04-25,94.84748077392578,25.646390914916992,-0.3300469092948452,0,0.0,0.0,100000.0,0.0
2019-04-26,95.56544494628906,25.87659072875977,-0.4105959380431225,0,0.0,0.0,100000.0,0.0
2019-04-29,96.94296264648438,26.23468780517578,-0.514699023864962,0,0.0,0.0,100000.0,0.0
2019-04-30,96.88452911376952,26.072694778442383,-0.35910312895928165,0,0.0,0.0,100000.0,0.0
2019-05-01,96.1415023803711,25.79986000061035,-0.1953594330618218,0,0.0,0.0,100000.0,0.0
2019-05-02,96.35022735595705,26.00448226928711,-0.33823876500276623,0,0.0,0.0,100000.0,0.0
2019-05-03,96.94296264648438,26.18353271484375,-0.4028924770805111,0,0.0,0.0,100000.0,0.0
2019-05-06,96.08306121826172,25.978906631469727,-0.31341289811900314,0,0.0,0.0,100000.0,0.0
2019-05-07,94.51354217529295,25.509971618652344,-0.047467443289448,0,0.0,0.0,100000.0,0.0
2019-05-08,94.01264190673828,25.407657623291016,0.009272495243988847,0,0.0,0.0,100000.0,0.0
2019-05-09,93.9374771118164,25.330921173095703,0.12290811342103962,0,0.0,0.0,100000.0,0.0
2019-05-10,93.92913818359376,25.2200927734375,0.303690384403315,0,0.0,0.0,100000.0,0.0
2019-05-13,91.3744888305664,24.086124420166016,1.333300714801189,0,0.0,0.0,100000.0,0.0
2019-05-14,92.10082244873048,24.401588439941406,1.1563856297799178,0,0.0,0.0,100000.0,0.0
2019-05-15,91.7501983642578,24.12022399902344,1.5686685657622248,0,0.0,0.0,100000.0,0.0
2019-05-16,92.92733001708984,24.37600898742676,1.5626738181282689,0,0.0,0.0,100000.0,0.0
2019-05-17,92.4765167236328,24.21401023864746,1.82486768875059,0,0.0,0.0,100000.0,0.0
2019-05-20,92.96070861816406,24.21401023864746,2.055362095950496,-1,-293.98534500942094,1842.2635046068226,99985.61246532833,-0.0001438753467166709
2019-05-21,93.2779541015625,24.461267471313477,1.8282175619323042,-1,-293.98534500942094,1842.2635046068226,100347.85991842946,0.0036229957907867316
2019-05-22,92.51823425292967,24.29074478149414,2.0052086169438423,-1,-293.98534500942094,1842.2635046068226,100257.05869207872,-0.0009048646022401519
2019-05-23,90.69828033447266,23.668344497680664,2.6801196727449628,-1,-293.98534500942094,1842.2635046068226,99645.47314457105,-0.006100174446430184
2019-05-24,91.5915756225586,24.026447296142575,2.309484017117957,-1,-293.98534500942094,1842.2635046068226,100042.57713761178,0.003985168422699914
2019-05-28,90.59807586669922,23.78770446777344,2.363052833647817,-1,-293.98534500942094,1842.2635046068226,99894.82430641381,-0.0014768994904512667
2019-05-29,90.3476333618164,23.659818649291992,2.4204817039847497,-1,-293.98534500942094,1842.2635046068226,99732.85135647166,-0.0016214348547760604
2019-05-30,89.37920379638672,23.15678024291992,2.8950202304972517,-1,-293.98534500942094,1842.2635046068226,99090.82615890697,-0.006437449534756778
2019-05-31,88.46085357666016,22.679323196411133,3.2438761263429017,-1,-293.98534500942094,1842.2635046068226,98481.20597329226,-0.0061521354624402
2019-06-03,88.87830352783203,22.74752426147461,3.0354187818110847,-1,-293.98534500942094,1842.2635046068226,98484.1261385146,2.9652005105740287e-05
2019-06-04,91.61660766601562,23.804758071899418,1.9729776244530322,-1,-293.98534500942094,1842.2635046068226,99626.808116492,0.011602702108258978
2019-06-05,91.9421844482422,23.796232223510746,2.0089329551528814,-1,-293.98534500942094,1842.2635046068226,99515.3864545098,-0.0011183903618784408
2019-06-06,92.14257049560548,23.89910125732422,1.8487236550358683,-1,-293.98534500942094,1842.2635046068226,99645.98775998937,0.0013123729920825333
2019-06-07,91.13240814208984,23.599077224731445,1.9979835615069867,-1,-293.98534500942094,1842.2635046068226,99390.23736225255,-0.002566590020190551
2019-06-10,92.11752319335938,24.061973571777344,1.4905230068101687,-1,-293.98534500942094,1842.2635046068226,99953.40502060959,0.005666227119515144
2019-06-11,92.40137481689452,24.207700729370117,1.3087189396780103,-1,-293.98534500942094,1842.2635046068226,100138.42462719636,0.0018510585662252499
2019-06-12,91.22421264648438,23.95911026000977,1.3694285533320623,-1,-293.98534500942094,1842.2635046068226,100026.52390470078,-0.001117460384584379
2019-06-13,91.44965362548828,23.950536727905273,1.400044576840446,-1,-293.98534500942094,1842.2635046068226,99944.45285540738,-0.0008204928661881272
2019-06-14,91.68338775634766,24.0362548828125,1.2975555039606677,-1,-293.98534500942094,1842.2635046068226,100033.65387477403,0.0008925059552400416
2019-06-17,91.1824951171875,23.941965103149418,1.2877574684887905,-1,-293.98534500942094,1842.2635046068226,100007.20235017949,-0.00026442625626421634
2019-06-18,92.42642974853516,24.5334415435791,0.7065618664485469,-1,-293.98534500942094,1842.2635046068226,100731.15925845192,0.00723904770115924
2019-06-19,91.7585220336914,24.276275634765625,0.9054987580870156,-1,-293.98534500942094,1842.2635046068226,100453.74696999861,-0.0027539868546686552
2019-06-20,91.99229431152344,24.233417510986328,0.9988089700715466,-1,-293.98534500942094,1842.2635046068226,100306.06538893201,-0.0014701450719474263
2019-06-21,91.36614227294922,24.104833602905273,1.0173085385595295,-1,-293.98534500942094,1842.2635046068226,100253.25947088315,-0.0005264479056587001
2019-06-24,90.71495819091795,23.984819412231445,1.0178671070236935,-1,-293.98534500942094,1842.2635046068226,100223.60028439044,-0.0002958426154844318
2019-06-25,89.96360778808594,23.796236038208008,1.0922408990333952,-1,-293.98534500942094,1842.2635046068226,100097.06602425098,-0.001262519603969725
2019-06-26,90.56471252441406,23.924814224243164,1.023103259101392,-1,-293.98534500942094,1842.2635046068226,100157.22494057586,0.0006010057908221178
2019-06-27,90.86524200439452,24.181982040405273,0.7103653057261183,-1,-293.98534500942094,1842.2635046068226,100542.6445599932,0.0038481459489918546
2019-06-28,93.33639526367188,24.85917854309082,0.2956318063405584,0,0.0,0.0,101049.08878088875,0.005037108613085595
2019-07-01,94.90591430664062,25.219209671020508,0.1269860442707536,0,0.0,0.0,101049.08878088875,0.0
2019-07-02,95.00609588623048,24.98775863647461,0.4683862071248148,0,0.0,0.0,101049.08878088875,0.0
2019-07-03,94.8547821044922,24.902036666870117,0.5422758337273185,0,0.0,0.0,101049.08878088875,0.0
2019-07-05,95.41807556152344,25.08205795288086,0.39743469508420853,0,0.0,0.0,101049.08878088875,0.0
2019-07-08,94.89680480957033,25.03062438964844,0.3349030721784656,0,0.0,0.0,101049.08878088875,0.0
2019-07-09,95.30036926269533,25.159210205078125,0.2254606860183994,0,0.0,0.0,101049.08878088875,0.0
2019-07-10,95.02293395996094,24.87632179260254,0.5629477483668239,0,0.0,0.0,101049.08878088875,0.0
2019-07-11,95.93094635009766,25.167774200439453,0.326859239535619,0,0.0,0.0,101049.08878088875,0.0
2019-07-12,96.93986511230467,25.24492454528809,0.4379089928680625,0,0.0,0.0,101049.08878088875,0.0
2019-07-15,95.7627944946289,25.04776382446289,0.43673268593506054,0,0.0,0.0,101049.08878088875,0.0
2019-07-16,96.7885284423828,24.850603103637695,0.9736967589838001,0,0.0,0.0,101049.08878088875,0.0
2019-07-17,95.83846282958984,25.022050857543945,0.45755582777970477,0,0.0,0.0,101049.08878088875,0.0
2019-07-18,96.41015625,25.270641326904297,0.19665578980148588,0,0.0,0.0,101049.08878088875,0.0
2019-07-19,95.4601058959961,25.202072143554688,0.049649609180342065,0,0.0,0.0,101049.08878088875,0.0
2019-07-22,96.0738754272461,25.347787857055664,-0.04800329134323571,0,0.0,0.0,101049.08878088875,0.0
2019-07-23,97.8310775756836,25.93069839477539,-0.5677864584679059,0,0.0,0.0,101049.08878088875,0.0
2019-07-24,98.2262191772461,26.29072380065918,-1.0736770178457413,0,0.0,0.0,101049.08878088875,0.0
2019-07-25,97.28458404541016,26.007841110229492,-0.8855625516870235,0,0.0,0.0,101049.08878088875,0.0
2019-07-26,97.71337890625,26.376445770263672,-1.4240829068836822,0,0.0,0.0,101049.08878088875,0.0
2019-07-29,97.40225219726562,26.16214370727539,-1.137991825057257,0,0.0,0.0,101049.08878088875,0.0
2019-07-30,97.18367767333984,26.47931671142578,-1.714209460647573,0,0.0,0.0,101049.08878088875,0.0
2019-07-31,97.52839660644533,26.299297332763672,-1.2837256354126303,0,0.0,0.0,101049.08878088875,0.0
2019-08-01,94.95568084716795,25.279212951660156,-0.24562088916241548,0,0.0,0.0,101049.08878088875,0.0
2019-08-02,94.94725799560548,25.184917449951172,-0.08736587720895411,0,0.0,0.0,101049.08878088875,0.0
2019-08-05,92.122314453125,24.070545196533203,1.0208024442318024,0,0.0,0.0,101049.08878088875,0.0
2019-08-06,92.8453598022461,24.361995697021484,0.7140479568654297,0,0.0,0.0,101049.08878088875,0.0
2019-08-07,90.8275146484375,23.907670974731445,0.9186226293103551,0,0.0,0.0,101049.08878088875,0.0
2019-08-08,92.36612701416016,24.32770538330078,0.611528358050358,0,0.0,0.0,101049.08878088875,0.0
2019-08-09,92.26522064208984,24.28484344482422,0.6393613738278898,0,0.0,0.0,101049.08878088875,0.0
2019-08-12,90.5332489013672,23.693368911743164,1.1455812451119602,0,0.0,0.0,101049.08878088875,0.0
2019-08-13,91.9289093017578,23.76194953918457,1.3759899503333326,0,0.0,0.0,101049.08878088875,0.0
2019-08-14,88.11185455322266,22.64756965637207,2.15694158379147,-1,-331.62582103136003,2078.138103284605,101033.83179217705,-0.0001509859108653755
2019-08-15,88.44816589355469,22.50184440612793,2.3953016086805947,-1,-331.62582103136003,2078.138103284605,100619.46507267425,-0.00410126699297253
2019-08-16,90.56688690185548,23.170473098754883,1.8043279557644256,-1,-331.62582103136003,2078.138103284605,101306.34524185755,0.006826513823018132
2019-08-19,91.38243103027344,23.37619972229004,1.6421368517314618,-1,-331.62582103136003,2078.138103284605,101463.41808591214,0.001550473898546123
2019-08-20,90.22216033935548,22.904735565185547,2.0370936727986044,-1,-331.62582103136003,2078.138103284605,100868.42617719463,-0.005864102746999
2019-08-21,90.47439575195312,23.084753036499023,1.7750173733513217,-1,-331.62582103136003,2078.138103284605,101158.87956779223,0.0028795273368036334
2019-08-22,91.40763854980467,23.307621002197266,1.621365523629796,-1,-331.62582103136003,2078.138103284605,101312.54257025215,0.001519026338730134
2019-08-23,89.13758850097656,22.690431594848633,1.9687470226566346,-1,-331.62582103136003,2078.138103284605,100782.74495712222,-0.005229338832973718
2019-08-26,89.85225677490234,22.9561710357666,1.6817397402293321,-1,-331.62582103136003,2078.138103284605,101097.9857617337,0.0031279243758004505
2019-08-27,88.90217590332031,22.690431594848633,1.8069970431347242,-1,-331.62582103136003,2078.138103284605,100860.81385310109,-0.0023459607710837327
2019-08-28,89.79338073730469,23.01616859436035,1.4871648987503214,-1,-331.62582103136003,2078.138103284605,101242.19378865881,0.0037812498331928346
2019-08-29,91.82804107666016,23.427631378173828,1.3234919848246574,-1,-331.62582103136003,2078.138103284605,101422.52437222644,0.001781180126776638
2019-08-30,92.36612701416016,23.58193588256836,1.1919916214036115,-1,-331.62582103136003,2078.138103284605,101564.74725150829,0.0014022810037728206
2019-09-03,91.27310943603516,23.187612533569336,1.4953422433868455,-1,-331.62582103136003,2078.138103284605,101107.76172668605,-0.0044994502245016
2019-09-04,92.37451171875,23.564790725708008,1.1628176183211285,-1,-331.62582103136003,2078.138103284605,101526.3366632063,0.004139889256491891
2019-09-05,94.4764404296875,24.26370620727539,0.5835340827203366,-1,-331.62582103136003,2078.138103284605,102281.72572191295,0.007440326161008981
2019-09-06,94.67820739746094,23.927186965942383,1.142398318167106,-1,-331.62582103136003,2078.138103284605,101515.48112766552,-0.007491510226672604
2019-09-09,97.02392578125,24.70376205444336,0.487042811620632,0,0.0,0.0,102334.70793055528,0.00806996916913083
2019-09-10,98.25984954833984,25.325035095214844,-0.21517366541054744,0,0.0,0.0,102334.70793055528,0.0
2019-09-11,98.52890014648438,25.41994285583496,-0.32560420676101787,0,0.0,0.0,102334.70793055528,0.0
2019-09-12,99.13424682617188,25.601144790649418,-0.4926565427818215,0,0.0,0.0,102334.70793055528,0.0
2019-09-13,101.08483123779295,26.032573699951172,-0.7157109888817471,0,0.0,0.0,102334.70793055528,0.0
2019-09-16,100.1852035522461,25.998058319091797,-0.9200965939740919,0,0.0,0.0,102334.70793055528,0.0
2019-09-17,99.68914794921876,25.834115982055664,-0.7878281579842796,0,0.0,0.0,102334.70793055528,0.0
2019-09-18,100.6896514892578,25.88588523864746,-0.6111494674295176,0,0.0,0.0,102334.70793055528,0.0
2019-09-19,100.3701629638672,25.730573654174805,-0.421844302399662,0,0.0,0.0,102334.70793055528,0.0
2019-09-20,99.96661376953124,25.53211784362793,-0.18724038955659172,0,0.0,0.0,102334.70793055528,0.0
2019-09-23,99.94978332519533,25.47171401977539,-0.0841936758899019,0,0.0,0.0,102334.70793055528,0.0
2019-09-24,98.64659118652344,24.971254348754883,0.4270434735224195,0,0.0,0.0,102334.70793055528,0.0
2019-09-25,99.2099151611328,25.238740921020508,0.11191708297215776,0,0.0,0.0,102334.70793055528,0.0
2019-09-26,98.39437866210938,25.135196685791016,0.0659429813912593,0,0.0,0.0,102334.70793055528,0.0
2019-09-27,98.97450256347656,25.325035095214844,-0.10701795884739704,0,0.0,0.0,102334.70793055528,0.0
2019-09-30,98.94929504394533,25.169715881347656,0.15774969048701842,0,0.0,0.0,102334.70793055528,0.0
2019-10-01,97.15005493164062,24.539825439453125,0.759541435446414,0,0.0,0.0,102334.70793055528,0.0
2019-10-02,95.21630859375,24.022104263305664,1.1095841465989615,0,0.0,0.0,102334.70793055528,0.0
2019-10-03,95.08070373535156,23.99621963500977,1.0998447641231075,0,0.0,0.0,102334.70793055528,0.0
2019-10-04,97.14012145996094,24.479421615600582,0.8229774403139801,0,0.0,0.0,102334.70793055528,0.0
2019-10-07,96.9282455444336,24.42764663696289,0.8564571785883334,0,0.0,0.0,102334.70793055528,0.0
2019-10-08,94.76715087890624,23.840904235839844,1.285466169271993,0,0.0,0.0,102334.70793055528,0.0
2019-10-09,95.4535903930664,24.065244674682617,1.0979118543626416,0,0.0,0.0,102334.70793055528,0.0
2019-10-10,96.79264068603516,24.54845428466797,0.6218626399463555,0,0.0,0.0,102334.70793055528,0.0
2019-10-11,98.42831420898438,24.945369720458984,0.38578746682057674,0,0.0,0.0,102334.70793055528,0.0
2019-10-14,98.6910400390625,25.143827438354492,0.11454852962075002,0,0.0,0.0,102334.70793055528,0.0
2019-10-15,101.66575622558594,25.652912139892575,0.061483196470507186,0,0.0,0.0,102334.70793055528,0.0
2019-10-16,101.42845916748048,26.032573699951172,-0.664644291120021,0,0.0,0.0,102334.70793055528,0.0
2019-10-17,101.9962921142578,26.110231399536133,-0.6331072807683162,0,0.0,0.0,102334.70793055528,0.0
2019-10-18,102.17424011230467,26.187889099121097,-0.7083187642075401,0,0.0,0.0,102334.70793055528,0.0
