date,JPM,BAC,spread,zscore_full
2021-12-20,138.59666442871094,39.18888473510742,-106.9810603092968,-1.7173096014784652
2021-12-21,140.5323944091797,40.12411880493164,-110.90598843424092,-1.854856040581387
2021-12-22,141.0815887451172,40.205833435058594,-110.86886003434697,-1.8535549010362962
2021-12-23,141.58578491210938,40.332950592041016,-111.16124540821556,-1.8638013477841522
2021-12-27,142.39610290527344,40.53269958496094,-111.60265742807832,-1.8792703320754796
2021-12-28,142.8282012939453,40.587188720703125,-111.5120160129579,-1.8760938652745134
2021-12-29,142.75621032714844,40.52362823486328,-111.18570425689603,-1.864658491516078
2021-12-30,142.68418884277344,40.43283462524414,-110.68876624620674,-1.8472436366068115
2021-12-31,142.56716918945312,40.396514892578125,-110.57818775858729,-1.8433684886475967
2022-01-03,145.583251953125,41.93101119995117,-117.1780487588357,-2.074656132716579
2022-01-04,151.10227966308594,43.57448196411133,-121.95785485504126,-2.2421611894225206
2022-01-05,148.33978271484375,42.83900833129883,-120.11149542546758,-2.177456777836493
2022-01-06,149.91578674316406,43.70160675048828,-123.94097712553736,-2.3116583618366833
2022-01-07,151.4011688232422,44.65499496459961,-128.43001636405694,-2.468973691594588
2022-01-10,151.54608154296875,44.42798614501953,-126.86254952510086,-2.414042881335893
2022-01-11,151.70005798339844,44.68222427368164,-128.30176007124948,-2.46447903696484
2022-01-12,152.5605010986328,44.36444091796875,-125.44992286600495,-2.364538339964638
2022-01-13,152.37030029296875,44.27363204956055,-125.0710685571778,-2.3512616481478377
2022-01-14,143.00506591796875,43.5018424987793,-129.59987231827893,-2.5099704985791425
2022-01-18,137.00917053222656,42.0036506652832,-126.20732646161366,-2.391081034307916
2022-01-19,134.88975524902344,42.167091369628906,-129.35094533147407,-2.50124702147544
2022-01-20,133.73951721191406,41.54057693481445,-126.57512141358683,-2.4039701584787334
2022-01-21,131.4027099609375,40.78694915771485,-124.18930907356278,-2.3203609862106966
2022-01-24,131.28497314453125,40.45099639892578,-122.20179296734716,-2.250709834809407
2022-01-25,132.71604919433594,41.25002670288086,-125.77785211336038,-2.3760303976063515
2022-01-26,133.9750213623047,41.676780700683594,-127.19314017279117,-2.425628205943889
2022-01-27,131.6110382080078,41.286346435546875,-127.11046124062824,-2.422730778947565
2022-01-28,132.78851318359375,41.649539947509766,-128.20894376958313,-2.461226352742733
2022-01-31,134.5908966064453,41.89469146728515,-127.9428059645756,-2.4518997342100755
2022-02-01,136.90049743652344,42.621089935302734,-130.18519185814938,-2.5304826241222536
2022-02-02,135.80458068847656,42.57569122314453,-130.99661690623572,-2.558918463559385
2022-02-03,134.6814727783203,42.15802001953125,-129.5023820528699,-2.5065540184736883
2022-02-04,138.1775665283203,43.83778381347656,-136.532552915979,-2.7529215792859096
2022-02-07,138.63949584960938,44.04663848876953,-137.37941450073464,-2.7825992680710647
2022-02-08,141.2479705810547,44.83658599853515,-139.7211575012297,-2.864664060280953
2022-02-09,141.83670043945312,44.74578475952149,-138.56342033805356,-2.824091948093736
2022-02-10,141.2479705810547,44.53694152832031,-137.84343100497745,-2.7988604111574724
2022-02-11,139.40936279296875,43.51092147827149,-133.25246900229973,-2.6379732673873875
2022-02-14,138.11416625976562,43.056922912597656,-131.7026768213275,-2.5836618535075937
2022-02-15,140.13394165039062,43.39288330078125,-131.7882021630378,-2.586659030992336
2022-02-16,140.38751220703125,43.29300308227539,-130.90873074259866,-2.555838552674427
2022-02-17,137.15411376953125,41.83113479614258,-124.98130998348768,-2.348116119924895
2022-02-18,137.79714965820312,41.73126220703125,-123.71242104073076,-2.3036487691512377
2022-02-22,137.55258178710938,41.368064880371094,-121.68100750242695,-2.232459262071249
2022-02-23,134.67242431640625,40.65983200073242,-120.12301317723322,-2.177860409620669
2022-02-24,130.92269897460938,39.588401794433594,-117.15860531373565,-2.073974750395102
