date,MA,V,spread,zscore_full,signal,position
2024-12-17,527.9765014648438,316.05517578125,-17.54751856174005,0.2537955578242024,0,0
2024-12-18,516.9896240234375,307.59527587890625,-13.93226650996155,0.5200628178163422,0,-1
2024-12-19,520.2906494140625,312.6593322753906,-19.37200733594034,0.1194199680077904,0,0
2024-12-20,525.0135498046875,315.4693603515625,-19.49932908995072,0.1100425818415728,0,0
2024-12-23,525.938232421875,314.9828186035156,-17.734855731639527,0.2399979707654309,0,0
2024-12-24,532.649658203125,318.3885803222656,-16.901912463680446,0.3013451516844646,0,0
2024-12-26,533.087158203125,318.64678955078125,-16.910092038456014,0.3007427170734891,0,0
2024-12-27,529.1597290039062,316.4126281738281,-16.98126831370064,0.2955005067063007,0,0
2024-12-30,522.5476684570312,313.0862731933594,-17.85190559011255,0.2313771209182542,0,0
2024-12-31,523.5618286132812,313.8111267089844,-18.088871927193058,0.2139242915218199,0,0
2025-01-02,519.4156494140625,312.1827087402344,-19.42433583152649,0.1155659171865258,0,0
2025-01-03,518.381591796875,312.6891174316406,-21.332475337831852,-0.0249706403618583,0,0
2025-01-06,509.0054931640625,310.8323059082031,-27.50364216026196,-0.4794838132274998,0,0
2025-01-07,508.478515625,309.4719543457031,-25.68259786677561,-0.3453619131756354,0,0
2025-01-08,513.4500122070312,310.3953552246094,-22.30492855971886,-0.0965928816755731,0,0
2025-01-10,502.5265502929687,305.53985595703125,-24.84760229925513,-0.2838635781536319,0,0
2025-01-13,502.7655029296875,304.7554626464844,-23.254755074372156,-0.1665486413024021,0,0
2025-01-14,506.8580322265625,306.9101257324219,-22.88126143492002,-0.1390404270542451,0,0
2025-01-15,520.13134765625,314.0494384765625,-21.930688636431228,-0.0690297028082945,0,0
2025-01-16,520.9180908203125,315.0126037597656,-22.80640771790615,-0.1335273690864876,0,0
2025-01-17,522.4714965820312,317.3658752441406,-25.314843744403102,-0.3182764206256018,0,0
2025-01-21,525.817138671875,321.34759521484375,-28.84181141223507,-0.5780414393695906,0,-1
2025-01-22,524.94091796875,321.2781066894531,-29.59809210924209,-0.6337423382537887,0,-1
2025-01-23,531.9509887695312,325.8952941894531,-30.557473730780316,-0.7044018419329671,0,-1
2025-01-24,531.22412109375,327.87127685546875,-34.6949674303346,-1.0091327693583725,0,-1
2025-01-27,545.3140258789062,332.1806640625,-28.043239309173032,-0.5192257322644976,0,-1
2025-01-28,545.03515625,332.1211242675781,-28.219340843245615,-0.5321958024798932,0,-1
2025-01-29,546.4691162109375,333.5111999511719,-29.18470775041203,-0.6032961289790747,0,-1
2025-01-30,563.6060180664062,340.630615234375,-24.336204703573344,-0.2461985869943654,0,0
2025-01-31,553.0709228515625,339.38946533203125,-32.72902497383336,-0.8643389614308488,0,-1
